genome_id	run_accession	sample_accession	study	ST	carbapenemase	family	country	date	fastq_1	fastq_2	fastq_bytes	read_count	paired
pbk2WX17WrWWJNqoAEyhm9	ERR2695854	SAMEA4785005	PRJEB27707	ST147	NDM-1	NDM	Nigeria	2017	ftp.sra.ebi.ac.uk/vol1/fastq/ERR269/004/ERR2695854/ERR2695854_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR269/004/ERR2695854/ERR2695854_2.fastq.gz	195621260;194712804	2276542	True
dj8cNasQccRhPLsXQLMzjz	ERR4920512	SAMEA7472438	PRJEB33565	ST20	NDM-1	NDM	NG - Nigeria	2016-05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/002/ERR4920512/ERR4920512_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/002/ERR4920512/ERR4920512_2.fastq.gz	89094954;89435862	975954	True
kQbFftPeNydrTFLKm1gTh7	ERR4920508	SAMEA7472431	PRJEB33565	ST464	NDM-7	NDM	NG - Nigeria	2016-05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920508/ERR4920508_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/008/ERR4920508/ERR4920508_2.fastq.gz	49060060;63057986	615740	True
xnrt1fvSQyjy6gwiDTPA2u	ERR13492067	SAMEA115925718	PRJEB78995	ST234	OXA-181	OXA	SN	2020-08-30	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/067/ERR13492067/ERR13492067_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/067/ERR13492067/ERR13492067_2.fastq.gz	165259052;170912614	3679458	True
rq2cfjS6BAaV3WXFujUqVi	ERR2695858	SAMEA4785008	PRJEB27707	ST147	NDM-1	NDM	Nigeria	2017	ftp.sra.ebi.ac.uk/vol1/fastq/ERR269/008/ERR2695858/ERR2695858_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR269/008/ERR2695858/ERR2695858_2.fastq.gz	177552896;176067532	2099471	True
fvPvDLDTbv9MXXid3Zwz1i	ERR4920509	SAMEA7472433	PRJEB33565	ST464	NDM-7	NDM	NG - Nigeria	2016-05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/009/ERR4920509/ERR4920509_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/009/ERR4920509/ERR4920509_2.fastq.gz	30662569;36991969	366084	True
odMkneuyvBekXi3t5gd65n	ERR4008042	SAMEA6654242	PRJEB37523	ST17	OXA-181	OXA	Ghana	2017-09-21	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/002/ERR4008042/ERR4008042_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/002/ERR4008042/ERR4008042_2.fastq.gz	115788642;136725226	795791	True
4mp1yaqsPNm9uZkL9czRdK	ERR4920517	SAMEA7472458	PRJEB33565	ST377	NDM-1	NDM	NG - Nigeria	2016-05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920517/ERR4920517_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920517/ERR4920517_2.fastq.gz	33948070;40089661	373452	True
hdJoa1YA1B7mvkzuzMLcYi	ERR4783297	SAMEA6155799	PRJEB29739	ST43	NDM-1	NDM	Nigeria		ftp.sra.ebi.ac.uk/vol1/fastq/ERR478/007/ERR4783297/ERR4783297_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR478/007/ERR4783297/ERR4783297_2.fastq.gz	72453559;74021307	2438752	True
vD7DP7MSiKLCFChzFi9k4d	ERR13492058	SAMEA115925709	PRJEB78995	ST392	OXA-48	OXA	SN	2018-08-30	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/058/ERR13492058/ERR13492058_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/058/ERR13492058/ERR13492058_2.fastq.gz	174949802;178039068	3937124	True
6osF4xvGWgnyHoxMuxoDon	ERR4008045	SAMEA6654245	PRJEB37523	ST17	OXA-181	OXA	Ghana	2018-01-19	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/005/ERR4008045/ERR4008045_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/005/ERR4008045/ERR4008045_2.fastq.gz	119379800;138728412	827894	True
kYpJkJhU9K19EBkXL3AknW	ERR4920524	SAMEA7472472	PRJEB33565	ST4410	NDM-1	NDM	NG - Nigeria	2016-05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/004/ERR4920524/ERR4920524_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/004/ERR4920524/ERR4920524_2.fastq.gz	66026199;76704716	699632	True
oDFqoJXXZ81zPqaoNhVE5T	ERR4008046	SAMEA6654246	PRJEB37523	ST17	OXA-181	OXA	Ghana	2017-09-21	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/006/ERR4008046/ERR4008046_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/006/ERR4008046/ERR4008046_2.fastq.gz	180200776;223209027	1217633	True
5HDYNgA78QsL5YqK9KNQfa	ERR4008034	SAMEA6654234	PRJEB37523	ST17	OXA-181	OXA	Ghana	2017-09-21	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/004/ERR4008034/ERR4008034_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/004/ERR4008034/ERR4008034_2.fastq.gz	119588724;142300573	841530	True
jTfSN5GgDbYyf6cCjXrfc9	ERR4783271	SAMEA6155804	PRJEB29739	ST530	NDM-5	NDM	Nigeria		ftp.sra.ebi.ac.uk/vol1/fastq/ERR478/001/ERR4783271/ERR4783271_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR478/001/ERR4783271/ERR4783271_2.fastq.gz	76981225;80287789	2454732	True
5DPLDNgVqAUYMxUBNnpX8d	ERR4920536	SAMEA7472498	PRJEB33565	ST395	NDM-1	NDM	NG - Nigeria	2016-05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/006/ERR4920536/ERR4920536_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/006/ERR4920536/ERR4920536_2.fastq.gz	132625375;147456635	1329800	True
rw2FnQ9Nw47SuVPECecaxS	ERR4920535	SAMEA7472493	PRJEB33565	ST395	NDM-1	NDM	NG - Nigeria	2016-05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/005/ERR4920535/ERR4920535_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/005/ERR4920535/ERR4920535_2.fastq.gz	123633120;143234866	1348838	True
bDNoj7CmbDi3YdUm9rnnHv	ERR4008026	SAMEA6654226	PRJEB37523	ST17	OXA-181	OXA	Ghana	2018-12-29	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/006/ERR4008026/ERR4008026_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/006/ERR4008026/ERR4008026_2.fastq.gz	112727233;127562253	698537	True
gQ4RZhU2Fq2NHHHt1X3xxs	ERR4920540	SAMEA7472506	PRJEB33565	ST442	NDM-1	NDM	NG - Nigeria	2016-05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/000/ERR4920540/ERR4920540_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/000/ERR4920540/ERR4920540_2.fastq.gz	125083381;147391232	1399462	True
rxVfJKht4cLS5bLKSJDCKR	ERR4008037	SAMEA6654237	PRJEB37523	ST17	OXA-181	OXA	Ghana	2017-09-21	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/007/ERR4008037/ERR4008037_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/007/ERR4008037/ERR4008037_2.fastq.gz	82042169;93842498	599990	True
sEcKy31N8HPrfyASy8cmMa	ERR4008048	SAMEA6654248	PRJEB37523	ST48	OXA-181	OXA	Ghana	2017-09-21	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/008/ERR4008048/ERR4008048_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/008/ERR4008048/ERR4008048_2.fastq.gz	127030626;145786823	876611	True
tnDHfYfwy9D5yExRP7cXYM	ERR4783234	SAMEA6155776	PRJEB29739	ST530	NDM-5	NDM	Nigeria		ftp.sra.ebi.ac.uk/vol1/fastq/ERR478/004/ERR4783234/ERR4783234_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR478/004/ERR4783234/ERR4783234_2.fastq.gz	71674439;75150900	2265528	True
46UxQkGvaUxFbWw1rB64GG	ERR5685447	SAMEA8515152	PRJEB39293	ST39	NDM-7	NDM	Nigeria	2016-05-01	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685447/ERR5685447_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR568/007/ERR5685447/ERR5685447_2.fastq.gz	192881590;227808697	3098854	True
aHQ3Jixe7VnXW3ieupEnPf	ERR4920501	SAMEA7472398	PRJEB33565	ST11	NDM-5	NDM	NG - Nigeria	2016-05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920501/ERR4920501_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/001/ERR4920501/ERR4920501_2.fastq.gz	107400733;124749724	1018710	True
x3LoLQefs6Bsf7wC8SHqPC	ERR4783580	SAMEA6422781	PRJEB29739	ST307	NDM-1	NDM	Nigeria		ftp.sra.ebi.ac.uk/vol1/fastq/ERR478/000/ERR4783580/ERR4783580_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR478/000/ERR4783580/ERR4783580_2.fastq.gz	134996577;133084452	3065496	True
spa5BonHmewtQxFfRGzo3Z	ERR4920537	SAMEA7472502	PRJEB33565	ST20	NDM-1	NDM	NG - Nigeria	2016-05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920537/ERR4920537_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920537/ERR4920537_2.fastq.gz	99059516;118046422	1019068	True
xaMyne9sa6U6DnZNNRE8F6	ERR4008027	SAMEA6654227	PRJEB37523	ST17	OXA-181	OXA	Ghana	2019-01-20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/007/ERR4008027/ERR4008027_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR400/007/ERR4008027/ERR4008027_2.fastq.gz	163521952;186919893	991694	True
iNE6FvQH4fXR8XwrPTUzfh	ERR4920507	SAMEA7472429	PRJEB33565	ST464	NDM-7	NDM	NG - Nigeria	2016-05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920507/ERR4920507_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR492/007/ERR4920507/ERR4920507_2.fastq.gz	80095751;97549616	998994	True
