"Genome ID","Genome Name","Version","Organism Name","Organism ID","Species Name","Species ID","Genus Name","Genus ID","Reference Library","Reference ID","Matching Hashes","p-Value","Mash Distance"
"bdwVoBzdHnEN9SvqNbikxT","SAMN05960957",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0189.fna.gz","1000/1000",0,0
"8iTG3rswnZSXfdyUnnin2P","SAMEA6155792",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0475.fna.gz","738/1000",0,0.00778092
"kvBvKLVWrLzSZ2bJfyvXeG","SAMEA5753369",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0086.fna.gz","878/1000",0,0.00319852
"fs5SV1mCiSjT1fyFMjF6VZ","SAMEA6654216",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0012.fna.gz","739/1000",0,0.00774383
"wzDKTANo7rKwooQZ846smZ","SAMEA5753721",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0450.fna.gz","794/1000",0,0.00580821
"cGYL9WzsyTTm9hRXfqGYGn","SAMEA7472380",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0074.fna.gz","721/1000",0,0.00842259
"iU6qbLVcAJ8i2C414QCBri","SAMEA7472477",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0140.fna.gz","827/1000",0,0.00473708
"pbnK26AZXgQgjnJLjZv9wx","SAMEA6155779",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","781/1000",0,0.006248
"jBBWXA8udJH12wFK6SRUnY","SAMEA115925719",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0060.fna.gz","816/1000",0,0.00508714
"mU9yEWqCpyz52t5ggREiez","SAMN05960966",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","889/1000",0,0.00288374
"deos3gCFmYQxmsgmjQDH7U","SAMEA115925721",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0469.fna.gz","844/1000",0,0.00420918
"qSJ6YXKzWVB7Hh8TNTP9tA","SAMEA115925703",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0257.fna.gz","935/1000",0,0.00162709
"87PJxck965L12Gh9N8vXp6","SAMEA5753727",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0263.fna.gz","726/1000",0,0.00823165
"3dikTEvbuQAXQaWLF6wGmM","SAMEA5753354",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0301.fna.gz","711/1000",0,0.00881017
"85vFfmMxAWjqo18pNuvhoz","SAMEA4785013",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0008.fna.gz","895/1000",0,0.00271444
"ptHiVHjPXfRZKwpSphHw3n","SAMEA115925723",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0139.fna.gz","831/1000",0,0.00461146
"8LLpFVCdS1PrSrLbyHVaST","SAMN41988735",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0036.fna.gz","907/1000",0,0.00238081
"43FEb4GXdhp3cEAaSbWjBv","SAMEA7472411",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0084.fna.gz","977/1000",0,0.000557238
"uUpNEneKmgYQtETf9ghiUv","SAMEA7472462",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0179.fna.gz","898/1000",0,0.00263042
"c9h9kcdQiPzKhFFe3UtP9v","SAMEA6155838",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0167.fna.gz","834/1000",0,0.00451781
"u1e4xLvcNu2xvy625KyC2N","SAMEA5753753",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0389.fna.gz","773/1000",0,0.00652391
"aKHZjRjNNmn3HymxZeqUxb","SAMEA5753792",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0018.fna.gz","793/1000",0,0.00584167
"cLPoF1A7AnHCaibQsPz2zV","SAMEA5753738",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0106.fna.gz","798/1000",0,0.00567497
"jKvEssiC3yAVNGhJtayyUD","SAMEA6654220",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","838/1000",0,0.00439372
"v14mp2i8gwWnMRM21sjxpA","SAMEA6155854",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","810/1000",0,0.00528099
"m2GtyCCQgQRVk91EqqtwyE","SAMEA4785007",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0001.fna.gz","777/1000",0,0.00638544
"hoocsxPfXfnsg2XLutMNAK","SAMEA7472365",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0033.fna.gz","769/1000",0,0.00666341
"9z1oeZUBBJAF8C3UyBvx4E","SAMEA12311723",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0018.fna.gz","779/1000",0,0.00631659
"mjYYGyn7pj1GTEgBMVbm57","SAMEA6155872",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0004.fna.gz","773/1000",0,0.00652391
"eb7Qrn3aAFtT9DavapU5Hy","SAMEA5753317",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0070.fna.gz","941/1000",0,0.00146992
"2mJG6aY8YTfLy2ghLcMvcU","SAMEA7472355",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0023.fna.gz","908/1000",0,0.0023533
"udYSjTG1qwdx9E8AefFSHg","SAMEA5753356",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0267.fna.gz","804/1000",0,0.00547692
"gnwExAtn8aB3Sh7bHjWrkW","SAMEA6422780",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0095.fna.gz","722/1000",0,0.00838426
"pkNR3coqAs41UDm1TjHtVx","SAMEA6155869",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0191.fna.gz","730/1000",0,0.00808024
"wGwgZmQ8x9oZcrAjjxfoDy","SAMEA6654224",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","833/1000",0,0.00454897
"pcrXU5kynsB1PCESpWGNH4","SAMN31892426",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0012.fna.gz","788/1000",0,0.00600989
"bjsEga6MiZDiitdb3bdRiH","SAMN05960938",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0013.fna.gz","822/1000",0,0.00489536
"phs67xfBWNQemLZ4RhzKqc","SAMEA6155814",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0012.fna.gz","735/1000",0,0.00789262
"wLmNuoXQx7aJEsUNtVkqeQ","SAMEA6422736",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0046.fna.gz","838/1000",0,0.00439372
"3DKNa7b6peEvLjs1NJ8Yg9","SAMN05960963",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0023.fna.gz","852/1000",0,0.00396608
"9FMy9xUJMnFcAwdgXVsANU","SAMN05960962",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0181.fna.gz","826/1000",0,0.00476862
"ckAG3EVebxB4xi7aNYvhEA","SAMEA6155859",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0002.fna.gz","854/1000",0,0.00390583
"83GFGNxEQ55fVsFYZGs5gK","SAMEA6155862",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0457.fna.gz","894/1000",0,0.00274254
"tfFNVKNbmL8cWoRQhNWp59","SAMEA6422735",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","793/1000",0,0.00584167
"vJYckjzrYprKU3MEzNj7Fp","SAMEA111503612",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0003.fna.gz","853/1000",0,0.00393593
"oahhcaMCteeYDPc2GHaFxi","SAMEA5753782",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0181.fna.gz","858/1000",0,0.00378594
"gHwCs7jfA2m26zJTwoQDE1","SAMN05960902",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0027.fna.gz","821/1000",0,0.00492718
"6GDQioRLuUjGgXBvzJ15SN","SAMEA6155875",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0042.fna.gz","944/1000",0,0.00139189
"wSEshuFUNDgMEGBiHnLH9y","SAMEA5753801",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0021.fna.gz","781/1000",0,0.006248
"5eG887v1RUpSkjdGw8sGgS","SAMN36884883",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0018.fna.gz","820/1000",0,0.00495906
"97yZNNPPKmYM3JYMqwuMJk","SAMEA115925704",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0042.fna.gz","904/1000",0,0.0024636
"6MHXM1WJLUdmMekDndtf9o","SAMEA115925715",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0060.fna.gz","813/1000",0,0.00518381
"fvPMyr5PwYZ9hLw15vxCDJ","SAMEA111504604",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0025.fna.gz","783/1000",0,0.00617965
"jKtntykrHw7dbtizkJY58n","SAMEA6155883",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","781/1000",0,0.006248
"2zPTZkh76qfbRoz5iw4sY1","SAMEA111505128",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0066.fna.gz","765/1000",0,0.00680395
"mxGK98nBQ8MpsZjV37SZ9z","SAMEA115925705",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0103.fna.gz","912/1000",0,0.00224371
"94Pknj5Nyf3QQBDqPjr6it","SAMEA5753789",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0178.fna.gz","774/1000",0,0.0064892
"qXXvn6JkA1n3XnLWZL5pXq","SAMEA6654219",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0012.fna.gz","739/1000",0,0.00774383
"8Xgc52vtKZVkfHJUruR9Y2","SAMEA111504615",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0012.fna.gz","817/1000",0,0.00505504
"8ZSgD6stSFnVwrq7ktKyXW","SAMEA6422777",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0309.fna.gz","851/1000",0,0.00399629
"r4AoMQg5rneJcvC4fvfkPH","SAMN45807625",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0179.fna.gz","888/1000",0,0.00291212
"kgF7ju1JDHCHz9o4VMNQ91","SAMN05960882",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0475.fna.gz","736/1000",0,0.00785531
"2zmwVkNyF5VkwamG5Jafkv","SAMEA5753707",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0294.fna.gz","833/1000",0,0.00454897
"7p9Cky8RYKxpUFo3fVUd3B","SAMEA4785009",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0008.fna.gz","896/1000",0,0.00268639
"p6tXQwFHWQ5v1iYXYbG3Nk","SAMEA7472390",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0180.fna.gz","921/1000",0,0.00199971
"94KiySvHMunwJLkimJxpF9","SAMEA6155798",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0187.fna.gz","867/1000",0,0.00351914
"sxBhCqe6JfCuhqcVxJ64TP","SAMN05960937",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0013.fna.gz","822/1000",0,0.00489536
"tnaMM8Jew5zJav2r6TgpGL","SAMN36884886",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0352.fna.gz","988/1000",0,0.00028831
"jmUDKLwZX2hKEkNjdsmyB4","SAMEA6155909",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0334.fna.gz","760/1000",0,0.00698112
"eHV5akLFSxPCw6DHExHqfW","SAMEA7472489",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0367.fna.gz","693/1000",0,0.00952763
"7LgrgfhCCcAtm1zUX8QJRr","SAMEA6422746",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0082.fna.gz","841/1000",0,0.00430121
"8jXG7iH86drY6gQMgCinc4","SAMEA6155928",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0004.fna.gz","773/1000",0,0.00652391
"9LVQVQ8TSA1bP3abTZgCxt","SAMEA6155891",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0004.fna.gz","781/1000",0,0.006248
"4ohEiVid7BMPdopx1TBd9q","SAMEA5753793",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0119.fna.gz","851/1000",0,0.00399629
"35HdoqhevFZ7ogKPvWK6MG","SAMEA6654244",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","837/1000",0,0.00442466
"nfWUVQ7io1bTNgXQArzTgB","SAMEA6422783",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0080.fna.gz","868/1000",0,0.00348975
"r8kPKmfLUtjTQHXvob6CDa","SAMEA8515138",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0009.fna.gz","761/1000",0,0.00694555
"x18NQidq7sicRzihob2BFF","SAMN05960899",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0012.fna.gz","736/1000",0,0.00785531
"ahpcz4JJbo98b5GoYf9pUj","SAMEA6155793",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0027.fna.gz","795/1000",0,0.00577481
"ey8XCQmUMpjkqHe1wfrKMu","SAMN36884887",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0082.fna.gz","843/1000",0,0.0042398
"pGFpThALdSx9WadLPUCP27","SAMEA5753779",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0270.fna.gz","903/1000",0,0.00249129
"gHRiH5GELXDMrX85tVKZ28","SAMEA111504602",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0004.fna.gz","847/1000",0,0.00411762
"pBqSWqxGYCeRocDsfgh6iq","SAMEA5753796",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0029.fna.gz","746/1000",0,0.00748619
"qCbmDssgHLcBae438R5Dyc","SAMEA4785016",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0008.fna.gz","896/1000",0,0.00268639
"iFAMgQEQ9r63a5vi8Ebd8V","SAMN05960916",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0003.fna.gz","922/1000",0,0.00197282
"jTiRmR53by543rfq4UbbmC","SAMEA6654210",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0012.fna.gz","739/1000",0,0.00774383
"mXmvUBJsJ3NCEFC9wtxG9K","SAMEA111505137",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0023.fna.gz","840/1000",0,0.00433199
"btUoFbd8aqxcD1n6YhpvHc","SAMEA5753781",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0450.fna.gz","749/1000",0,0.00737682
"okt9qZNhhLcsFeCFnXKnuK","SAMN05960929",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0003.fna.gz","937/1000",0,0.00157453
"hbHdbHfoXrwNJcLBhzHvVm","SAMN05960924",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0184.fna.gz","877/1000",0,0.00322742
"kBALZdVn7VujpzkzPa26An","SAMEA7472437",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0179.fna.gz","864/1000",0,0.00360762
"tTyCjY4Csbq3fyU8svwuo4","SAMEA111504600",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0009.fna.gz","796/1000",0,0.00574147
"hxXhLzorgrHxR6NnkSrdqN","SAMEA6155892",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0001.fna.gz","813/1000",0,0.00518381
"eATSxGb5iiL8KhfjiQiVPf","SAMEA5753489",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0167.fna.gz","726/1000",0,0.00823165
"axVxmWyZzm8aS1bKjVkAnL","SAMEA6155808",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0189.fna.gz","941/1000",0,0.00146992
"abi1Cozq38MftZu9GoWRo8","SAMEA115925714",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","915/1000",0,0.00216198
"34caPkcrqQNC2rujeV82s2","SAMEA7472490",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0179.fna.gz","908/1000",0,0.0023533
"eRdZQySuxPmv3FVXxLg8yD","SAMEA7472512",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0022.fna.gz","824/1000",0,0.00483188
"csEo9XuSMWgYBzktbKmSSj","SAMEA6155787",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0042.fna.gz","950/1000",0,0.00123693
"aeouxh2g1Te9sjQB2ycPTG","SAMEA4785014",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0008.fna.gz","896/1000",0,0.00268639
"eFTqiVDFVeLz3FoRKmGuTg","SAMN05960903",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0129.fna.gz","892/1000",0,0.00279888
"uqbGSJGG4JqDCK8bRXzBVM","SAMEA6155813",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0004.fna.gz","784/1000",0,0.00614558
"deESyp4UGZFrjXdyBnMYd4","SAMEA112281697",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0082.fna.gz","828/1000",0,0.00470559
"aaFzZcsBR9xtdcU9RYjc7z","SAMEA6156056",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0053.fna.gz","729/1000",0,0.00811798
"2zMSRqAocfCJKkD9QNFy4h","SAMEA111505127",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0137.fna.gz","835/1000",0,0.00448671
"8Btp9dTmkRESv5TD8E1XB6","SAMEA5753780",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0182.fna.gz","723/1000",0,0.00834599
"wRpqmEWMcumMfMrGJ1wxZQ","SAMEA5753765",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0213.fna.gz","729/1000",0,0.00811798
"hd8rgdPvTyBYYYUDZXhUKY","SAMEA5753758",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0155.fna.gz","859/1000",0,0.00375609
"sBY9yaGJ9Z3UehhpmLwApW","SAMN05960912",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0004.fna.gz","799/1000",0,0.00564181
"9Cg5tSRuj3WekAkohxtNF8","SAMEA6155831",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0082.fna.gz","841/1000",0,0.00430121
"byKxLedN8hkeYPzGY9RN3e","SAMEA6156048",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0012.fna.gz","735/1000",0,0.00789262
"emc2Y8aewkeLdrXP1ErTVq","SAMEA6422787",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0042.fna.gz","953/1000",0,0.00115999
"5YcHZfCXXEbTw9xNzuwa1J","SAMEA111505136",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0220.fna.gz","773/1000",0,0.00652391
"5fgTM9Ykzy6oP5gU2VX5NY","SAMEA4785015",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0008.fna.gz","888/1000",0,0.00291212
"qnFhGhEkJsEpymtjuEuRg4","SAMN05960965",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0027.fna.gz","810/1000",0,0.00528099
"7ktPb5meWXzfQRweFnU2FQ","SAMN36884892",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0042.fna.gz","926/1000",0,0.00186568
"mh8QsLVSKkkUpSJ2Gqsxz6","SAMEA7472453",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0004.fna.gz","794/1000",0,0.00580821
"aCn3H8dceHdJsdtEZ3b3t4","SAMEA111505121",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0220.fna.gz","740/1000",0,0.00770681
"uEJwJQyMJ2QWaL2CKEdcYW","SAMEA7472492",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0069.fna.gz","841/1000",0,0.00430121
"tJvLJNL45xQFCnezmWwrq9","SAMEA6654228",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","835/1000",0,0.00448671
"6NgTy4avhPgFMyd7ew6qw3","SAMN05960920",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0186.fna.gz","1000/1000",0,0
"k1Abhny5Aj34cCaarEoCXn","SAMN05960960",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0182.fna.gz","1000/1000",0,0
"fFbaU85qpMEsGYwmCyq8Ut","SAMEA6155806",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0042.fna.gz","965/1000",0,0.000855821
"eHwENZHnSn65mbjtkJquHt","SAMEA6155925",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0036.fna.gz","899/1000",0,0.0026025
"1eAFffAm8xJ8pXbru3vQpd","SAMEA6654243",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","831/1000",0,0.00461146
"bZXch8WCLn5U1VZ58x88Hr","SAMEA111505119",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0042.fna.gz","937/1000",0,0.00157453
"knFHbBqNXxxzUbaNPwArxH","SAMEA111505115",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0012.fna.gz","728/1000",0,0.0081558
"8zoC2M3h7ckamKAjpBihyV","SAMN05960928",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","889/1000",0,0.00288374
"8gFkefqhqjn2zNeN7LKmRW","SAMEA6654211",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0179.fna.gz","880/1000",0,0.00314086
"hz5rMPrdhtpW96VDvP4ne8","SAMEA5753729",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0014.fna.gz","751/1000",0,0.00730426
"rZERGMB5Yp52Kp9vx2uP5D","SAMN45807623",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0069.fna.gz","837/1000",0,0.00442466
"dZyyTnDodd4XHPZiAk8kQE","SAMEA5753768",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0344.fna.gz","829/1000",0,0.00467416
"wjtzE9JUA51SH7xKqraRjv","SAMEA6155819",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","810/1000",0,0.00528099
"p8SgQFDtWxd81Tv3ftnaxK","SAMEA6422760",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0202.fna.gz","816/1000",0,0.00508714
"3M69ozjtNhRxze64xdpMpL","SAMEA6155857",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0033.fna.gz","818/1000",0,0.00502299
"edEEzeCWmw8eUUzUVioFCf","SAMN36884890",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0207.fna.gz","848/1000",0,0.00408721
"s5urbXg1iSbtHC25WfJZks","SAMEA5753712",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0243.fna.gz","871/1000",0,0.00340187
"nyYYpR79VZtQcasBLdMfiW","SAMEA6422733",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0185.fna.gz","948/1000",0,0.00128842
"b18mSByJ73Zc2ni9mtXKWN","SAMEA5753713",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","806/1000",0,0.00541137
"je24hCpvFs5pMLicnwhQV9","SAMEA111504614",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0012.fna.gz","839/1000",0,0.00436283
"pqK3qeL4G7ZPVdSy5CjHSj","SAMEA6155818",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","781/1000",0,0.006248
