"Genome ID","Genome Name","QC","Genome Length","No. Contigs","Largest contig","GC Content","N50","Ns per 100 kbp","Average Contig Length"
"abi1Cozq38MftZu9GoWRo8","SAMEA115925714","Passed","5419718","70","716852","57.30","259101","10.94",77425
"34caPkcrqQNC2rujeV82s2","SAMEA7472490","Passed","5601800","108","576529","57.17","238916","15.92",51869
"eRdZQySuxPmv3FVXxLg8yD","SAMEA7472512","Passed","5189135","34","801780","57.59","356267","11.54",152622
"csEo9XuSMWgYBzktbKmSSj","SAMEA6155787","Passed","5576325","50","1250644","57.14","473591","12.37",111527
"aeouxh2g1Te9sjQB2ycPTG","SAMEA4785014","Passed","5497462","96","797636","57.28","198180","17.86",57265
"eFTqiVDFVeLz3FoRKmGuTg","SAMN05960903","Passed","5449337","76","414443","57.19","226396","7.16",71702
"uqbGSJGG4JqDCK8bRXzBVM","SAMEA6155813","Passed","5547209","59","494284","57.11","261918","5.30",94020
"deESyp4UGZFrjXdyBnMYd4","SAMEA112281697","Passed","5660832","102","519975","57.09","199295","5.26",55498
"aaFzZcsBR9xtdcU9RYjc7z","SAMEA6156056","Passed","5522343","43","546427","57.12","350459","14.23",128427
"2zMSRqAocfCJKkD9QNFy4h","SAMEA111505127","Passed","5487300","103","373830","57.29","204996","23.86",53275
"8Btp9dTmkRESv5TD8E1XB6","SAMEA5753780","Passed","5233774","75","441364","57.63","234360","5.67",69784
"wRpqmEWMcumMfMrGJ1wxZQ","SAMEA5753765","Passed","5176014","53","452509","57.68","211648","4.04",97661
"hd8rgdPvTyBYYYUDZXhUKY","SAMEA5753758","Passed","5250736","53","729938","57.63","348049","3.79",99070
"sBY9yaGJ9Z3UehhpmLwApW","SAMN05960912","Passed","5414356","63","474038","57.33","252348","0.00",85942
"9Cg5tSRuj3WekAkohxtNF8","SAMEA6155831","Passed","5662256","64","1254928","57.01","389125","8.65",88473
"byKxLedN8hkeYPzGY9RN3e","SAMEA6156048","Passed","5762585","85","551706","56.98","321196","15.36",67795
"emc2Y8aewkeLdrXP1ErTVq","SAMEA6422787","Passed","5582694","48","1250832","57.18","462896","15.85",116306
"5YcHZfCXXEbTw9xNzuwa1J","SAMEA111505136","Passed","5861776","178","482670","56.41","121482","23.22",32931
"5fgTM9Ykzy6oP5gU2VX5NY","SAMEA4785015","Passed","5333402","73","798116","57.38","214555","14.74",73060
"qnFhGhEkJsEpymtjuEuRg4","SAMN05960965","Passed","5298768","53","536658","57.50","204059","14.76",99977
"7ktPb5meWXzfQRweFnU2FQ","SAMN36884892","Passed","5416330","63","501126","57.26","225509","0.00",85973
"mh8QsLVSKkkUpSJ2Gqsxz6","SAMEA7472453","Passed","5516255","84","584319","57.20","227756","9.01",65670
"aCn3H8dceHdJsdtEZ3b3t4","SAMEA111505121","Passed","5556776","57","590702","56.85","299623","27.48",97487
"uEJwJQyMJ2QWaL2CKEdcYW","SAMEA7472492","Passed","5362315","95","430412","57.25","247271","5.93",56445
"tJvLJNL45xQFCnezmWwrq9","SAMEA6654228","Passed","5761349","97","527102","56.72","255025","7.05",59395
"6NgTy4avhPgFMyd7ew6qw3","SAMN05960920","Passed","5422502","35","1274345","57.38","371277","3.60",154929
"k1Abhny5Aj34cCaarEoCXn","SAMN05960960","Passed","5199966","24","1230213","57.44","642607","3.71",216665
"fFbaU85qpMEsGYwmCyq8Ut","SAMEA6155806","Passed","5467798","37","1296082","57.28","463169","14.41",147778
"eHwENZHnSn65mbjtkJquHt","SAMEA6155925","Passed","5501491","53","563000","57.26","275722","12.60",103802
"1eAFffAm8xJ8pXbru3vQpd","SAMEA6654243","Passed","5768659","78","954718","56.67","379791","12.22",73957
"bZXch8WCLn5U1VZ58x88Hr","SAMEA111505119","Passed","5486193","67","634954","57.23","214939","15.48",81883
"knFHbBqNXxxzUbaNPwArxH","SAMEA111505115","Passed","5626309","84","388782","57.00","172527","26.04",66980
"8zoC2M3h7ckamKAjpBihyV","SAMN05960928","Passed","5600975","71","636153","57.22","310247","8.82",78887
"8gFkefqhqjn2zNeN7LKmRW","SAMEA6654211","Passed","5664417","83","533667","57.14","274722","16.22",68246
"hz5rMPrdhtpW96VDvP4ne8","SAMEA5753729","Passed","5087476","70","453566","57.70","210902","1.95",72678
"rZERGMB5Yp52Kp9vx2uP5D","SAMN45807623","Passed","5474218","76","785066","57.27","264061","7.47",72029
"dZyyTnDodd4XHPZiAk8kQE","SAMEA5753768","Passed","5353388","57","735441","57.34","367651","7.40",93919
"wjtzE9JUA51SH7xKqraRjv","SAMEA6155819","Passed","5430387","51","753411","57.36","438980","7.29",106478
"p8SgQFDtWxd81Tv3ftnaxK","SAMEA6422760","Passed","5987964","114","522562","56.59","197394","9.94",52526
"3M69ozjtNhRxze64xdpMpL","SAMEA6155857","Passed","5599375","72","740231","56.96","326403","8.80",77769
"edEEzeCWmw8eUUzUVioFCf","SAMN36884890","Passed","5745349","122","592460","57.04","263046","1.69",47093
"s5urbXg1iSbtHC25WfJZks","SAMEA5753712","Passed","5516346","181","399991","57.14","132157","0.00",30477
"nyYYpR79VZtQcasBLdMfiW","SAMEA6422733","Passed","5786192","55","924781","56.92","354491","5.05",105203
"b18mSByJ73Zc2ni9mtXKWN","SAMEA5753713","Passed","5232873","55","1022339","57.47","399418","3.82",95143
"je24hCpvFs5pMLicnwhQV9","SAMEA111504614","Passed","5442320","52","597942","57.03","273245","4.21",104660
"pqK3qeL4G7ZPVdSy5CjHSj","SAMEA6155818","Passed","5123517","18","2832996","57.70","2832996","7.63",284640
"etKUropWVWCEFKiwWV2BBG","SAMEA5753733","Passed","5139046","76","471826","57.59","211590","3.85",67619
"cGZBRpV9knuSfH1frNBE59","SAMEA6654235","Passed","5757117","107","746449","56.71","309920","8.81",53805
"nNQUHVVTb9zCiUFMKY1hwx","SAMEA5753715","Passed","5310031","74","514122","57.52","342483","3.67",71757
"jatWGqpAH5JvPSwEyou3qQ","SAMEA7472421","Passed","5428420","99","979677","57.43","367287","11.02",54833
"6td5bCdGNsHhzxmY5DuJpm","SAMN05960948","Passed","5715282","95","831314","57.05","319134","1.68",60161
"7eksoQvSQJyk2soDV1M8cw","SAMN36884871","Passed","5513308","56","767389","57.33","295785","3.61",98452
"kfwfeXJbtjiTtaFgYBYKfM","SAMN05960875","Passed","5555034","79","590871","57.27","312638","1.78",70317
"7W9Wh4jVNr3gqSKjaTTVrX","SAMEA5753764","Passed","5220246","57","464475","57.67","313410","5.75",91583
"fu2unBzGpQ9HD7HQwWeFbr","SAMEA5753706","Passed","5595820","92","1039296","56.93","314250","3.45",60824
"hngZ5fvGRzhg2ho5dAJvLB","SAMEA6654229","Passed","5760296","67","1186288","56.70","627650","8.70",85975
"hnZ1ZdE6LAQiPB2GCPXSqn","SAMEA115925706","Passed","5540434","132","356854","57.14","102219","1.84",41973
"mDqJJTmFgkFCPtdJsmaa9f","SAMEA6156101","Passed","5686297","92","539722","56.63","254723","15.51",61808
"fitubmJhtjdRfHPy7SK1BH","SAMEA6155722","Passed","5645885","100","705707","57.02","363663","10.49",56459
"3MA526pMqPnbBirPCAfuqy","SAMN05960905","Passed","5589712","72","828319","57.12","269224","3.54",77635
"9cPaMjZBTZ8UuXxqxw8RB6","SAMEA6422782","Passed","5868722","97","647691","56.66","402150","10.09",60502
"9UbPm98MQKPEXCjhgM6XyT","SAMN41988736","Passed","5457158","51","892292","57.20","397739","10.90",107003
"bAvZYPTTZB28fNDnWSoNzb","SAMEA6654233","Passed","5585167","92","888188","56.87","237446","10.83",60708
"44GGVE1Y8qV6RnvZ2QmjzV","SAMEA7472474","Failed","5268839","419","93936","57.19","22279","278.07",12575
"3FuWbd6iGPmGnVZZcGZyfs","SAMEA111504613","Passed","5697955","85","770551","56.93","271608","10.62",67035
"vHGvxrKSaFxeGXjF6BdbxC","SAMN05960872","Passed","5563069","86","700825","57.21","181912","3.52",64687
"7uKY2qaZYWVBwzpDeBiFfs","SAMEA4785004","Passed","5722012","134","577061","56.73","235540","18.89",42702
"8VpgMT25T3vC3CQ4msverS","SAMEA6155812","Passed","5763060","87","510170","56.98","321748","13.57",66242
"rXmjdxBcV3RiCYQcFLAVpe","SAMEA5753702","Passed","5516768","79","705265","57.28","360803","1.81",69833
"u5kvsKQqPhBxL934Cq9gcd","SAMEA6155867","Passed","5629151","62","631242","57.06","317813","12.20",90793
"iZPKFzecZEFRQ8HmNDhgjo","SAMEA6155871","Passed","5501339","54","561865","57.26","276100","14.41",101877
"mkvUGFdMkBi4RkyhgK68qy","SAMEA6155800","Passed","5401670","41","896141","57.35","492036","19.98",131748
"9CCiQRuF1iiXJcym6A21J5","SAMEA5753767","Passed","5175473","72","893423","57.53","231756","7.50",71882
"7wDUQTqU6GG7ibv7DvsZXW","SAMEA6422769","Passed","5471367","66","593253","57.26","236233","15.99",82900
"8akqHeZBUgH2nDjdmxK8yD","SAMN45807627","Passed","5706432","49","976174","56.99","471719","14.00",116458
"3tmGB8ktxVeLWCRwUz9d8c","SAMN05960950","Passed","5569659","78","431334","57.11","147090","5.31",71406
"8PBMxwG1U2WaAyyVedcK11","SAMEA6863335","Passed","5854841","159","404626","56.60","146246","18.87",36823
"hfQYsRNWpdeZBK7B1g76BR","SAMEA7472393","Passed","5079802","26","863314","57.68","477730","11.71",195377
"jj5m1fz4JbfRLGmD548WR6","SAMEA6654214","Passed","5596311","93","382858","57.11","212189","20.17",60175
"kYMbynLb8HU4zrcBkbYkH9","SAMN36884879","Passed","5882255","82","512850","56.65","204266","3.33",71735
"sAw5HbYFaHi6GVG2gyUbGW","SAMEA6422744","Passed","5619442","43","1298811","57.14","484219","8.74",130685
"w5Ju2HjwAnSNu2zaZLcPe5","SAMEA5753488","Passed","5413245","81","370778","57.26","171928","12.78",66830
"o7ZNphmQDDp6U23oNmT1F6","SAMEA8515143","Passed","5701705","129","333086","56.97","132833","8.70",44199
"dP2G69R9JYhdUHH1QF2v2w","SAMN05960915","Passed","5641711","69","576472","57.04","263308","7.04",81764
"iwi5npfx9osTxgTVKTk87T","SAMN05960887","Passed","5363361","67","932735","57.39","378880","1.86",80050
"oocPAdbbXbiWBWdWg7aYuk","SAMEA5753766","Passed","5347131","113","355907","57.30","202012","3.68",47320
"ce21hb7zojMnor7zg5sWZa","SAMEA6155863","Passed","5544908","60","733279","57.03","406725","10.73",92415
"sjbJuWVDRiDDqNnEJyPAkY","SAMEA6654247","Passed","5778450","98","1186275","56.65","479625","10.50",58964
"xdNsKsPiEWkzU1GEMC1i6m","SAMN05960884","Passed","5228977","105","346999","57.51","145831","3.75",49800
"jas4phQXkagxhCyPHioY9i","SAMN36884874","Passed","5919073","188","379874","56.54","137165","6.62",31484
"mRcHS7TgKD2g46yZERJDdp","SAMEA7472503","Passed","5515171","76","528795","57.26","260020","5.97",72568
"27Ru2zdMwBbPvcvNupdnRx","SAMEA7472473","Passed","5387779","132","259080","57.22","84234","144.53",40817
"eR5kicJVi4tWZdTzoSQtoD","SAMEA6155828","Passed","5517407","72","752317","57.22","274682","10.78",76631
"1FuNVd4tgXsAV9NYkp4824","SAMEA6155882","Passed","5578893","48","1123607","57.15","430432","12.46",116227
"c4GTL4K9vYXFBPKGyxKQ4X","SAMEA7472440","Passed","5645794","117","616197","56.92","212241","7.24",48255
"u7J4WButML2okadV4zrfkY","SAMEA5753741","Passed","5215456","100","513409","57.64","178615","7.80",52155
"qFjC5wtsMs7Mx9esCZwse4","SAMN36884872","Passed","5411676","79","705952","57.29","284542","5.51",68502
"kJNnXoD8vixEUPVE2DqeAz","SAMEA6155835","Passed","5736525","59","1488500","56.80","695741","12.06",97229
"7v9Nq4PcZg5wXgoxJUe8Yn","SAMN05960951","Passed","5326469","48","775991","57.43","502957","5.52",110968
"5D1JBtLHpQK42J1vJ8DXSP","SAMN05960923","Passed","5343571","67","536163","57.50","232199","1.85",79755
"kzMniy1Ghag8qUvFLaDQKa","SAMEA5753701","Passed","5455955","118","325440","57.26","137072","3.63",46237
"tz3KKQTzSeRctTL127zPKF","SAMEA6654223","Passed","5754451","55","1813725","56.71","479625","5.18",104626
"82eR6GZey3tNBaqHGtxGzw","SAMEA6654238","Passed","5762738","94","897023","56.71","298609","8.64",61306
"8bSGN5wekQSzMu67jP73ZP","SAMEA111505114","Passed","5562415","66","634833","57.14","307847","19.16",84279
"tG6acDHGobY51suiQSFBKX","SAMEA6654236","Passed","5581547","98","546509","56.87","271408","5.37",56955
"mZ82Nevx73s1WDbcNDRULC","SAMEA4785010","Passed","5980523","117","513445","56.46","233396","19.85",51116
"k9JCAPMxurzSKXmtzZYL5T","SAMEA6654225","Passed","5746053","108","923810","56.74","360493","8.63",53204
"vGtJVDvJbXimrzWLDFZdXQ","SAMN36884885","Passed","5493294","53","1399491","57.22","376052","1.82",103647
"tRwz3rgZ949fz2WZhyGu7T","SAMEA111505140","Passed","5368951","58","681358","57.29","216824","27.21",92568
"tCDM3F6zSTTBUgKunyb8sH","SAMEA6422765","Passed","5495504","64","536312","57.27","323818","23.31",85867
"2Zgx7whbCctjN9tBdvUggB","SAMEA111505130","Passed","5154378","40","491610","57.64","294745","34.48",128859
"d9CdBxjfAoMmmG61oZuuKN","SAMN05960946","Passed","5785752","152","573651","56.79","159321","1.73",38064
"xpuYKKN33xUwEFEHcYNxrv","SAMEA7472471","Passed","5802970","103","738451","56.62","320116","10.27",56340
"gWctNQwWhVx3SHvoycbz5o","SAMEA6654241","Passed","5762609","70","1142761","56.70","427451","9.18",82323
"mrbKzGk1dyjdEhyvwp9UH5","SAMEA111505142","Passed","5608589","90","690254","57.11","177679","18.45",62318
"vPnNvNW6p1ALprg57MTF4k","SAMEA6654230","Passed","5586992","50","1482129","56.86","479624","10.65",111740
"3A34G7y3D2ARzcjgdhtEqr","SAMEA5753802","Passed","5187962","70","453737","57.64","224319","3.80",74114
"ep4NAxRxYEM4xd8FEHYC6d","SAMEA6654239","Passed","5747942","129","711053","56.72","289716","9.20",44558
"2HLjQ9mr1jyR9L4XFAeF9E","SAMEA5753724","Passed","5573707","109","459722","57.06","236602","5.35",51135
"fstHdZDYbS5mHrCxcBxm1p","SAMN05960945","Passed","5787433","135","573343","56.79","171472","3.40",42870
"cn2BAN2ymgY9j4cHSULQco","SAMEA6422774","Passed","5593129","38","1295630","57.12","399908","8.78",147188
"65GXWu7971WMZfcK6f2yRL","SAMEA6654221","Passed","5591824","44","1216169","56.85","438887","7.31",127087
"1X3RHR1R9T3bHHmdytUUzm","SAMEA4785006","Passed","5696826","124","371477","57.09","198610","15.73",45942
"o27LtUbbnM7sAbWc5HMNwp","SAMEA5753798","Passed","5147326","49","745623","57.67","379755","1.87",105047
"3ETZnCVSXG1XhYMeJg44uh","SAMEA6422762","Passed","5532432","64","543006","57.11","247995","8.98",86444
"96cksz4WjidZG4XXudpBGN","SAMN05960955","Passed","5462475","59","669742","57.10","290493","3.59",92584
"saQY2KcQvxx3dmBCmfJKbA","SAMEA6155911","Passed","5423864","91","387172","57.23","209816","10.69",59603
"4CEinHPjbqftRKokEeVUgV","SAMEA115925720","Passed","5594380","132","621391","57.01","165598","10.64",42382
"6mvRGZipdvWcmDtzSe6mMc","SAMEA4785018","Passed","5874475","104","402106","56.58","232141","16.89",56485
"9LPpTDMF2gYTgpLoGeYXV2","SAMEA6155889","Passed","5684588","170","477722","56.80","171626","7.83",33439
"vkdwdm7JH34D88Q6BcT7eq","SAMEA8515150","Passed","5654510","97","484823","56.99","217096","10.56",58294
"1c7a62n9V8BQPaEkvjMDc4","SAMN05960942","Passed","5785680","139","709009","56.79","171472","0.00",41624
"vcDCfmYBJncwYdGQG2mpfR","SAMEA6155886","Passed","5764171","97","552462","56.98","297836","18.75",59424
"iwr1hdHsuVcU4yvsihvFMj","SAMEA6155824","Passed","5365000","75","479482","57.39","222026","14.52",71533
"jhNV3ZPRuaxd87WdMV1a1B","SAMEA6155790","Passed","5577635","56","520116","57.15","378048","14.11",99601
"mhDuTKMYCV1V842nethQWY","SAMEA6155845","Passed","5781554","100","803009","56.72","286748","3.06",57816
"5wTxRTqNZjtEuvGGj4Mx5Y","SAMN36884882","Passed","5479858","35","1248431","57.29","473593","10.77",156567
"p3uE7VsE14c6D5LHnqXS1M","SAMEA7472491","Passed","5368841","108","269665","57.27","141997","8.51",49711
"fFWpeg8oUzsKkkvSLF3V9L","SAMEA111504608","Passed","5533513","65","494166","57.18","321498","13.37",85131
"uL3CKBQ4ihoSFt3qZssevL","SAMEA111505132","Passed","5468461","68","738966","57.26","682352","5.08",80419
"4vecoti19U8QYh9yiWeTgo","SAMEA6654213","Passed","5614431","72","551620","57.09","401693","17.86",77978
"fqWJ9K2QRMJH8qE2eUujtf","SAMEA7472434","Passed","5681472","80","499487","56.98","286753","7.16",71018
"oSeqP5cRrnXMcfoxkK8tBH","SAMEA6156052","Passed","5523750","46","822785","57.12","403416","17.78",120082
"85P8Lz6iBLgADQsNbQj49m","SAMEA111505133","Passed","5458830","85","434596","57.18","143252","19.86",64222
"sGGgYrWZsF3yCUZpU2GhEW","SAMN05960888","Passed","5464088","45","1608359","57.27","398349","7.23",121424
"wCwAFpJj3FF7zouFf7cV13","SAMN05960893","Passed","5369066","48","1434628","57.29","365564","3.71",111856
"ci5L8cj5N8sZma9eJaXag5","SAMEA5753787","Passed","5229250","58","429439","57.51","292679","1.91",90159
"gfuP6GHjDZQ8BgLZEcDuXt","SAMEA6654222","Passed","5749545","65","1813724","56.71","1077093","3.48",88455
"pbk2WX17WrWWJNqoAEyhm9","SAMEA4785005","Passed","5945822","140","809003","56.26","214964","16.45",42470
"2NgpXYhueejuSuTAZyHPeh","SAMEA6155851","Passed","5531221","72","490888","57.22","291311","21.28",76823
"dj8cNasQccRhPLsXQLMzjz","SAMEA7472438","Passed","5645838","114","716697","56.92","294288","9.00",49525
"obEJj5XuFzXAkKQ79jF21X","SAMN36884895","Passed","5411443","45","610426","57.41","245053","22.43",120254
"57nUkCKDPaeekz89J7aebq","SAMEA5753769","Passed","5778772","149","360573","56.89","197036","7.04",38784
"kQbFftPeNydrTFLKm1gTh7","SAMEA7472431","Passed","5584687","92","421015","57.11","160347","10.85",60703
"fhgmyF2yUq7AWaDrvx7pma","SAMEA6155832","Passed","5797707","99","802931","56.69","352676","11.82",58563
"7TqRpehZ2qcivjv7zqcvTp","SAMEA7472368","Passed","5147987","53","647213","57.68","209243","7.75",97132
"vPwBSvhKtWDxodfhjCnXmP","SAMEA111505129","Passed","5543336","68","551752","57.23","285514","9.99",81520
"jPBM7SVA1a7tG9wqKzPojF","SAMN05960894","Passed","5368116","54","581064","57.29","317317","1.71",99410
"ryJoVzNXJBEpGiXoCUBbzD","SAMEA5753347","Passed","5525925","158","281705","57.09","97995","7.11",34974
"1a2iUfdSziZ4bAcFoFiyba","SAMEA111505135","Passed","5427675","88","359557","57.18","186337","20.76",61678
"56rtBCLAfwhp1Mc8VrFiSU","SAMEA6155794","Passed","5121964","23","1832966","57.70","734148","17.26",222694
"9aiHzthWfG36nY5FfEZgt5","SAMEA6654217","Passed","5609156","88","452248","57.10","243315","14.62",63740
"tTtLMUXkFaaF2sdixGjgda","SAMN05960885","Passed","5602333","100","506784","56.92","259123","5.32",56023
"bxRyRAsmc1ZnVJrXNYtSzs","SAMN05960930","Passed","5653831","61","1368146","57.04","356682","10.47",92686
"dzY5QotexRbxt2v6A8kejo","SAMEA5753370","Passed","5463593","109","453242","57.31","183596","3.57",50125
"iby3wEYc9KeyTJd87zTnVv","SAMN31892434","Passed","5372145","34","731663","57.39","472837","13.23",158004
"wUVBBmrNkX5ZbJQDo53r4F","SAMEA6155840","Passed","5552147","78","689739","57.15","306683","10.75",71181
"xnrt1fvSQyjy6gwiDTPA2u","SAMEA115925718","Passed","5819366","132","651425","56.56","194582","18.80",44086
"wBsYnQ5pxWiCw9S5y5GFKb","SAMEA111505131","Passed","5443480","133","420521","57.22","126140","18.35",40928
"iry46BEny3LZM3U4XPWx8a","SAMEA5753334","Passed","5560287","171","479264","57.18","158553","0.00",32516
"7j2nkQAgfkTrfc46osTtuW","SAMEA5753351","Passed","5320597","100","365996","57.48","145685","2.01",53206
"9ZPqEpyvM7PSSoLwHHc7rT","SAMN36884889","Passed","5499326","66","803484","57.23","360026","3.58",83323
"eCM2uKJm1Rvj2HdoVyeWSW","SAMEA5753719","Passed","5380046","48","524912","57.41","268876","5.43",112084
"oPJnj2ekm9kUCNXgLdtzbP","SAMEA6155803","Passed","5454700","63","1072791","57.25","407624","27.02",86583
"tsvXV4uJf6PCRLXXJqesZr","SAMEA5753328","Passed","5202215","143","264416","57.45","121406","11.44",36379
"21ZLrXeeHyHuywWtJokdwu","SAMEA6155791","Passed","5123247","19","2235317","57.70","734680","11.46",269645
"wEaCTewaPHHud6H82H5S4P","SAMN36884893","Passed","5608894","98","672190","57.16","260366","8.83",57234
"rq2cfjS6BAaV3WXFujUqVi","SAMEA4785008","Passed","5976816","123","513445","56.46","234200","13.10",48592
"fvPvDLDTbv9MXXid3Zwz1i","SAMEA7472433","Failed","5625582","233","231436","57.06","47021","135.51",24144
"aamPQGKaDvqCKgnosBKWZM","SAMN05960918","Passed","5733658","131","295269","57.00","165947","8.58",43768
"oKpzouhqV9EMw2cBQFoTea","SAMEA6155795","Passed","5625860","57","1213139","57.11","378353","10.51",98699
"6UmGxRCHX4KJH5mnLTkHCQ","SAMEA7472481","Passed","5498553","47","1250651","57.23","378079","8.98",116990
"4h4NT5tASN8UP1dyqRDtMQ","SAMEA5753728","Passed","5260824","75","584763","57.49","214973","1.88",70144
"pbakVCetQtCKuteTnFQt5f","SAMEA5753711","Passed","5164005","70","484786","57.64","204021","10.05",73772
"iMG8H4Co69RHQYk1sNSRfJ","SAMEA7472446","Passed","5528313","64","546493","57.09","355311","7.22",86380
"kwFfuopSUkAHHfF5viRbLn","SAMEA5753784","Passed","5578689","123","432675","57.06","121621","5.20",45355
"nKztEJxaQRFH8q7CjZuMPR","SAMEA112281695","Passed","5669098","104","520075","57.09","214734","10.50",54511
"mqJ6wVvYaSXMY6adcBANCp","SAMEA112281698","Failed","5144933","296","128159","57.51","29416","57.14",17382
"pxzvtyf3M2fbPCQVXbFgtW","SAMEA5753750","Passed","5777949","150","351233","56.97","156170","1.71",38520
"bbHjmhHU6Pj3HNf8irc8vE","SAMEA112622403","Passed","5396640","52","894729","57.25","331642","5.52",103782
"odMkneuyvBekXi3t5gd65n","SAMEA6654242","Passed","5589495","62","955902","56.86","372324","7.12",90153
"g8rdjWUAm2LL6rJJG5ZTf3","SAMN05960935","Passed","5479701","41","1847118","57.26","460171","5.37",133651
"in1AN9CPk4tMGdvygfSXWw","SAMEA5753761","Passed","5456913","79","507904","57.28","235593","9.03",69075
"9pTFk2Q553efjZBE6rP2iq","SAMN41988742","Passed","5432144","57","1204809","57.29","536116","16.55",95301
"1giVL9n6jnoY6zzeySmeSr","SAMEA112281699","Passed","5267323","16","2931023","57.56","2931023","7.44",329208
"3Y7gynbx2o4aKcDkKys25x","SAMEA111505113","Passed","5765500","85","705820","56.65","229763","8.26",67829
"rvmkKyu1SvuhNSPf1h2J5m","SAMN05960901","Passed","5543818","47","792626","57.19","372950","0.00",117954
"7WnDm43QrjNec8vtWHPf7M","SAMN05960913","Passed","5511580","56","1045132","57.21","408120","5.35",98421
"4mp1yaqsPNm9uZkL9czRdK","SAMEA7472458","Passed","5613100","97","432295","56.99","213131","7.46",57867
"oB4cB8RSV8ofjFjJBLLXVj","SAMEA6155827","Passed","5528018","158","243089","56.93","90067","2.44",34987
"hdJoa1YA1B7mvkzuzMLcYi","SAMEA6155799","Passed","5628418","129","383790","57.05","162330","6.13",43631
"henhQq47DRAjYrmkCVsKCV","SAMN05960970","Passed","5382064","50","728449","57.20","473709","7.26",107641
"uhxVFMVtnDEK915m5ssmj8","SAMEA5753800","Passed","5185690","77","550539","57.58","225163","2.10",67347
"iMLULs49BoiE2u7Tx6voK5","SAMEA5753795","Passed","5300290","52","760579","57.39","283984","5.62",101929
"mVQsapn1bgGpHbYNDGgQ2F","SAMN05960889","Passed","5369415","52","913144","57.29","323966","1.81",103258
"rQAC9uaqCQymXUxiu4nCbw","SAMEA5753737","Passed","5333246","97","468207","57.36","278935","0.04",54982
"7K7X7kT9JLVHLYBf49wCrZ","SAMN41988745","Passed","5378856","71","853768","57.34","320364","11.08",75759
"gLNzBYyV8st6sWjPyPhU9a","SAMEA112281694","Passed","5433862","73","491669","57.26","195253","5.82",74436
"n88HMJpDkkCZSdT8jyMHPv","SAMEA6155881","Passed","5580255","51","898743","57.15","430524","12.35",109417
"sqcCF27u2Jk2Ts9AhftTbT","SAMEA6422763","Passed","5574674","40","1143089","57.16","624395","15.66",139367
"aHCoEKTpfBd4z7hFqkjynA","SAMEA5753744","Passed","5522918","131","442346","57.27","156128","0.36",42160
"a3jRseYa9Hb5Bmt2GmFMww","SAMEA5753791","Passed","5222523","33","802480","57.53","343128","5.84",158258
"rD3YSY9RHtK82EVsqADyd3","SAMEA111505124","Passed","5655971","163","560082","57.04","103129","19.27",34699
"vwqte6pbD3kh7mfEzLFxWh","SAMN05960964","Passed","5462583","61","455158","57.10","339052","3.48",89551
"vD7DP7MSiKLCFChzFi9k4d","SAMEA115925709","Passed","5679194","96","539958","56.74","207651","13.93",59158
"rws57o7sLQkpt9evDWMvdv","SAMEA5753743","Passed","5397233","68","502490","57.40","275059","2.02",79371
"6osF4xvGWgnyHoxMuxoDon","SAMEA6654245","Passed","5755795","71","1436434","56.70","377434","10.51",81068
"kmLw1MA31sJ5vV4LmNnd97","SAMEA111504610","Passed","5418703","47","616688","57.27","301954","18.45",115292
"kYpJkJhU9K19EBkXL3AknW","SAMEA7472472","Passed","5781847","116","501046","56.62","235695","5.36",49844
"nanSgc31C6YiaJwjhG7znD","SAMEA6155802","Passed","5269381","83","368944","57.38","171626","16.95",63487
"dWYEoHDKeqzX8wfTZUcQgU","SAMEA5753709","Passed","5372363","88","734764","57.42","204356","1.82",61050
"oDFqoJXXZ81zPqaoNhVE5T","SAMEA6654246","Passed","5766737","71","1486216","56.69","479349","15.42",81222
"38EhiTUsV53CgpEmxhMfb3","SAMEA5753740","Passed","5277108","147","376978","57.45","165559","0.38",35899
"g81Vzmtwb5xGbWJGsihxa8","SAMEA5753427","Passed","5560694","94","559383","57.15","213963","1.78",59156
"wKyxRrzd6s8XXDwpq4f6Ue","SAMEA5753776","Passed","5401523","100","328599","57.30","191209","5.85",54015
"5HDYNgA78QsL5YqK9KNQfa","SAMEA6654234","Passed","5587748","65","878561","56.86","295652","10.63",85965
"wozRdyq36eTDcd11qo7qFd","SAMEA5753717","Passed","5346691","77","368298","57.39","180655","3.70",69438
"jTfSN5GgDbYyf6cCjXrfc9","SAMEA6155804","Passed","5484031","63","1017776","57.11","473880","12.29",87048
"vc96La2inKC8EGjWVdn1JA","SAMN05960953","Passed","5570024","74","358904","57.11","181925","7.06",75271
"gYuyXa9wDFdJ7wYo5JU7W7","SAMN46427850","Passed","5569345","88","732201","57.21","216616","16.75",63288
"rH4HKQKMAjf9Xmi4wyu5E7","SAMEA5753745","Passed","5147997","55","476583","57.71","352215","5.77",93600
"hS3E85jgMkxLjxWH5aZooS","SAMEA6155861","Passed","5451941","59","994306","57.25","370463","10.80",92406
"xjLQK2fYg9Ukdtozg4Sp7F","SAMEA5753316","Passed","5061399","88","472993","57.66","132670","3.89",57516
"3AYPL1eoPCAFhjikjJtcNG","SAMEA5753393","Passed","5503028","65","1182384","57.08","204384","12.59",84662
"8ybhuB6zFo6L8KJnHV6bzJ","SAMEA7472487","Passed","5271951","127","259685","57.51","89658","149.85",41511
"5DPLDNgVqAUYMxUBNnpX8d","SAMEA7472498","Passed","5635256","112","828329","56.88","239926","14.13",50315
