"Genome ID","Genome Name","Version","ST","gapA","infB","mdh","pgi","phoE","rpoB","tonB"
"eRdZQySuxPmv3FVXxLg8yD","SAMEA7472512","mlst-3390273-3","170",2,3,2,2,1,4,4
"csEo9XuSMWgYBzktbKmSSj","SAMEA6155787","mlst-3390273-3","307",4,1,2,52,1,1,7
"aeouxh2g1Te9sjQB2ycPTG","SAMEA4785014","mlst-3390273-3","395",3,1,2,4,1,1,4
"eFTqiVDFVeLz3FoRKmGuTg","SAMN05960903","mlst-3390273-3","13",2,3,1,1,10,1,19
"uqbGSJGG4JqDCK8bRXzBVM","SAMEA6155813","mlst-3390273-3","15",1,1,1,1,1,1,1
"deESyp4UGZFrjXdyBnMYd4","SAMEA112281697","mlst-3390273-3","147",3,4,6,1,7,4,38
"aaFzZcsBR9xtdcU9RYjc7z","SAMEA6156056","mlst-3390273-3","342",2,1,1,1,1,1,100
"2zMSRqAocfCJKkD9QNFy4h","SAMEA111505127","mlst-3390273-3","5469",18,3,1,1,7,1,439
"8Btp9dTmkRESv5TD8E1XB6","SAMEA5753780","mlst-3390273-3","3290",2,1,2,26,7,4,9
"wRpqmEWMcumMfMrGJ1wxZQ","SAMEA5753765","mlst-3390273-3","3281",4,1,2,2,1,4,5
"hd8rgdPvTyBYYYUDZXhUKY","SAMEA5753758","mlst-3390273-3","3277",4,4,1,1,7,4,9
"sBY9yaGJ9Z3UehhpmLwApW","SAMN05960912","mlst-3390273-3","15",1,1,1,1,1,1,1
"9Cg5tSRuj3WekAkohxtNF8","SAMEA6155831","mlst-3390273-3","147",3,4,6,1,7,4,38
"byKxLedN8hkeYPzGY9RN3e","SAMEA6156048","mlst-3390273-3","25",2,1,1,1,10,4,13
"emc2Y8aewkeLdrXP1ErTVq","SAMEA6422787","mlst-3390273-3","307",4,1,2,52,1,1,7
"5YcHZfCXXEbTw9xNzuwa1J","SAMEA111505136","mlst-3390273-3","37",2,9,2,1,13,1,16
"5fgTM9Ykzy6oP5gU2VX5NY","SAMEA4785015","mlst-3390273-3","395",3,1,2,4,1,1,4
"qnFhGhEkJsEpymtjuEuRg4","SAMN05960965","mlst-3390273-3","1658",2,1,11,1,9,1,112
"7ktPb5meWXzfQRweFnU2FQ","SAMN36884892","mlst-3390273-3","307",4,1,2,52,1,1,7
"mh8QsLVSKkkUpSJ2Gqsxz6","SAMEA7472453","mlst-3390273-3","15",1,1,1,1,1,1,1
"aCn3H8dceHdJsdtEZ3b3t4","SAMEA111505121","mlst-3390273-3","7237",2,4,514,1,13,4,16
"uEJwJQyMJ2QWaL2CKEdcYW","SAMEA7472492","mlst-3390273-3","442",10,20,2,1,9,11,14
"tJvLJNL45xQFCnezmWwrq9","SAMEA6654228","mlst-3390273-3","17",2,1,1,1,4,4,4
"6NgTy4avhPgFMyd7ew6qw3","SAMN05960920","mlst-3390273-3","587",2,5,2,52,1,1,7
"k1Abhny5Aj34cCaarEoCXn","SAMN05960960","mlst-3390273-3","1373",2,1,1,1,1,4,4
"fFbaU85qpMEsGYwmCyq8Ut","SAMEA6155806","mlst-3390273-3","307",4,1,2,52,1,1,7
"eHwENZHnSn65mbjtkJquHt","SAMEA6155925","mlst-3390273-3","86",9,4,2,1,1,1,27
"1eAFffAm8xJ8pXbru3vQpd","SAMEA6654243","mlst-3390273-3","17",2,1,1,1,4,4,4
"bZXch8WCLn5U1VZ58x88Hr","SAMEA111505119","mlst-3390273-3","307",4,1,2,52,1,1,7
"knFHbBqNXxxzUbaNPwArxH","SAMEA111505115","mlst-3390273-3","25",2,1,1,1,10,4,13
"8zoC2M3h7ckamKAjpBihyV","SAMN05960928","mlst-3390273-3","17",2,1,1,1,4,4,4
"8gFkefqhqjn2zNeN7LKmRW","SAMEA6654211","mlst-3390273-3","39",2,1,2,4,9,1,14
"hz5rMPrdhtpW96VDvP4ne8","SAMEA5753729","mlst-3390273-3","3262",26,1,1,1,9,10,23
"rZERGMB5Yp52Kp9vx2uP5D","SAMN45807623","mlst-3390273-3","442",10,20,2,1,9,11,14
"dZyyTnDodd4XHPZiAk8kQE","SAMEA5753768","mlst-3390273-3","411",2,1,11,42,26,4,18
"wjtzE9JUA51SH7xKqraRjv","SAMEA6155819","mlst-3390273-3","17",2,1,1,1,4,4,4
"p8SgQFDtWxd81Tv3ftnaxK","SAMEA6422760","mlst-3390273-3","4566",2,1,1,1,7,4,13
"3M69ozjtNhRxze64xdpMpL","SAMEA6155857","mlst-3390273-3","231",2,6,1,3,26,1,77
"edEEzeCWmw8eUUzUVioFCf","SAMN36884890","mlst-3390273-3","397",2,1,1,1,21,44,9
"s5urbXg1iSbtHC25WfJZks","SAMEA5753712","mlst-3390273-3","36",2,1,2,1,7,1,7
"nyYYpR79VZtQcasBLdMfiW","SAMEA6422733","mlst-3390273-3","1788",2,6,160,1,226,111,299
"b18mSByJ73Zc2ni9mtXKWN","SAMEA5753713","mlst-3390273-3","17",2,1,1,1,4,4,4
"je24hCpvFs5pMLicnwhQV9","SAMEA111504614","mlst-3390273-3","65",2,1,2,1,10,4,13
"pqK3qeL4G7ZPVdSy5CjHSj","SAMEA6155818","mlst-3390273-3","5241",2,5,399,1,4,1,4
"etKUropWVWCEFKiwWV2BBG","SAMEA5753733","mlst-3390273-3","629",2,3,87,1,12,1,26
"cGZBRpV9knuSfH1frNBE59","SAMEA6654235","mlst-3390273-3","17",2,1,1,1,4,4,4
"nNQUHVVTb9zCiUFMKY1hwx","SAMEA5753715","mlst-3390273-3","3118",169,1,2,1,1,7,4
"jatWGqpAH5JvPSwEyou3qQ","SAMEA7472421","mlst-3390273-3","4074",14,2,1,1,1,94,211
"6td5bCdGNsHhzxmY5DuJpm","SAMN05960948","mlst-3390273-3","147",3,4,6,1,7,4,38
"7eksoQvSQJyk2soDV1M8cw","SAMN36884871","mlst-3390273-3","16",2,1,2,1,4,4,4
"kfwfeXJbtjiTtaFgYBYKfM","SAMN05960875","mlst-3390273-3","20",2,3,1,1,4,4,4
"7W9Wh4jVNr3gqSKjaTTVrX","SAMEA5753764","mlst-3390273-3","3280",2,1,218,1,9,8,12
"fu2unBzGpQ9HD7HQwWeFbr","SAMEA5753706","mlst-3390273-3","17",2,1,1,1,4,4,4
"hngZ5fvGRzhg2ho5dAJvLB","SAMEA6654229","mlst-3390273-3","17",2,1,1,1,4,4,4
"hnZ1ZdE6LAQiPB2GCPXSqn","SAMEA115925706","mlst-3390273-3","39",2,1,2,4,9,1,14
"mDqJJTmFgkFCPtdJsmaa9f","SAMEA6156101","mlst-3390273-3","392",3,4,6,1,7,4,40
"fitubmJhtjdRfHPy7SK1BH","SAMEA6155722","mlst-3390273-3","5244",281,1,1,1,1,1,1
"3MA526pMqPnbBirPCAfuqy","SAMN05960905","mlst-3390273-3","45",2,1,1,6,7,1,12
"9cPaMjZBTZ8UuXxqxw8RB6","SAMEA6422782","mlst-3390273-3","5245",282,4,6,1,7,4,38
"9UbPm98MQKPEXCjhgM6XyT","SAMN41988736","mlst-3390273-3","86",9,4,2,1,1,1,27
"bAvZYPTTZB28fNDnWSoNzb","SAMEA6654233","mlst-3390273-3","17",2,1,1,1,4,4,4
"44GGVE1Y8qV6RnvZ2QmjzV","SAMEA7472474","mlst-3390273-3","ca69d467f741fd0c619059f05b43242e672a312c","",5,2,1,26,1,2
"3FuWbd6iGPmGnVZZcGZyfs","SAMEA111504613","mlst-3390273-3","147",3,4,6,1,7,4,38
"vHGvxrKSaFxeGXjF6BdbxC","SAMN05960872","mlst-3390273-3","25",2,1,1,1,10,4,13
"7uKY2qaZYWVBwzpDeBiFfs","SAMEA4785004","mlst-3390273-3","4",3,1,1,1,3,3,1
"8VpgMT25T3vC3CQ4msverS","SAMEA6155812","mlst-3390273-3","25",2,1,1,1,10,4,13
"rXmjdxBcV3RiCYQcFLAVpe","SAMEA5753702","mlst-3390273-3","3109",25,4,1,1,20,1,22
"u5kvsKQqPhBxL934Cq9gcd","SAMEA6155867","mlst-3390273-3","15",1,1,1,1,1,1,1
"iZPKFzecZEFRQ8HmNDhgjo","SAMEA6155871","mlst-3390273-3","86",9,4,2,1,1,1,27
"mkvUGFdMkBi4RkyhgK68qy","SAMEA6155800","mlst-3390273-3","281",7,1,5,46,1,1,84
"9CCiQRuF1iiXJcym6A21J5","SAMEA5753767","mlst-3390273-3","1419",2,1,2,1,10,1,112
"7wDUQTqU6GG7ibv7DvsZXW","SAMEA6422769","mlst-3390273-3","32036e4736af992d9421cad50c81a1c652028602",3,4,6,1,"",4,38
"8akqHeZBUgH2nDjdmxK8yD","SAMN45807627","mlst-3390273-3","1788",2,6,160,1,226,111,299
"3tmGB8ktxVeLWCRwUz9d8c","SAMN05960950","mlst-3390273-3","25",2,1,1,1,10,4,13
"8PBMxwG1U2WaAyyVedcK11","SAMEA6863335","mlst-3390273-3","540",2,1,71,1,3,3,18
"hfQYsRNWpdeZBK7B1g76BR","SAMEA7472393","mlst-3390273-3","815",2,1,2,1,7,1,12
"jj5m1fz4JbfRLGmD548WR6","SAMEA6654214","mlst-3390273-3","25",2,1,1,1,10,4,13
"kYMbynLb8HU4zrcBkbYkH9","SAMN36884879","mlst-3390273-3","3248",4,1,2,209,1,1,7
"sAw5HbYFaHi6GVG2gyUbGW","SAMEA6422744","mlst-3390273-3","307",4,1,2,52,1,1,7
"w5Ju2HjwAnSNu2zaZLcPe5","SAMEA5753488","mlst-3390273-3","968",2,3,2,37,4,1,15
"o7ZNphmQDDp6U23oNmT1F6","SAMEA8515143","mlst-3390273-3","464",2,5,2,1,26,1,2
"dP2G69R9JYhdUHH1QF2v2w","SAMN05960915","mlst-3390273-3","14",1,6,1,1,1,1,1
"iwi5npfx9osTxgTVKTk87T","SAMN05960887","mlst-3390273-3","16",2,1,2,1,4,4,4
"oocPAdbbXbiWBWdWg7aYuk","SAMEA5753766","mlst-3390273-3","1401",2,1,1,1,9,1,4
"ce21hb7zojMnor7zg5sWZa","SAMEA6155863","mlst-3390273-3","101",2,6,1,5,4,1,6
"sjbJuWVDRiDDqNnEJyPAkY","SAMEA6654247","mlst-3390273-3","17",2,1,1,1,4,4,4
"xdNsKsPiEWkzU1GEMC1i6m","SAMN05960884","mlst-3390273-3","1035",4,1,1,26,1,1,4
"jas4phQXkagxhCyPHioY9i","SAMN36884874","mlst-3390273-3","252",2,5,1,1,9,1,6
"mRcHS7TgKD2g46yZERJDdp","SAMEA7472503","mlst-3390273-3","3248",4,1,2,209,1,1,7
"27Ru2zdMwBbPvcvNupdnRx","SAMEA7472473","mlst-3390273-3","17",2,1,1,1,4,4,4
"eR5kicJVi4tWZdTzoSQtoD","SAMEA6155828","mlst-3390273-3","15",1,1,1,1,1,1,1
"1FuNVd4tgXsAV9NYkp4824","SAMEA6155882","mlst-3390273-3","307",4,1,2,52,1,1,7
"c4GTL4K9vYXFBPKGyxKQ4X","SAMEA7472440","mlst-3390273-3","20",2,3,1,1,4,4,4
"u7J4WButML2okadV4zrfkY","SAMEA5753741","mlst-3390273-3","3268",4,3,3,1,20,25,25
"qFjC5wtsMs7Mx9esCZwse4","SAMN36884872","mlst-3390273-3","15",1,1,1,1,1,1,1
"kJNnXoD8vixEUPVE2DqeAz","SAMEA6155835","mlst-3390273-3","1801",2,1,1,26,3,5,54
"7v9Nq4PcZg5wXgoxJUe8Yn","SAMN05960951","mlst-3390273-3","1658",2,1,11,1,9,1,112
"5D1JBtLHpQK42J1vJ8DXSP","SAMN05960923","mlst-3390273-3","8",4,1,1,1,1,5,6
"kzMniy1Ghag8qUvFLaDQKa","SAMEA5753701","mlst-3390273-3","3108",2,2,1,1,7,1,24
"tz3KKQTzSeRctTL127zPKF","SAMEA6654223","mlst-3390273-3","17",2,1,1,1,4,4,4
"82eR6GZey3tNBaqHGtxGzw","SAMEA6654238","mlst-3390273-3","17",2,1,1,1,4,4,4
"8bSGN5wekQSzMu67jP73ZP","SAMEA111505114","mlst-3390273-3","307",4,1,2,52,1,1,7
"tG6acDHGobY51suiQSFBKX","SAMEA6654236","mlst-3390273-3","17",2,1,1,1,4,4,4
"mZ82Nevx73s1WDbcNDRULC","SAMEA4785010","mlst-3390273-3","147",3,4,6,1,7,4,38
"k9JCAPMxurzSKXmtzZYL5T","SAMEA6654225","mlst-3390273-3","17",2,1,1,1,4,4,4
"vGtJVDvJbXimrzWLDFZdXQ","SAMN36884885","mlst-3390273-3","70",2,6,17,1,20,10,25
"tRwz3rgZ949fz2WZhyGu7T","SAMEA111505140","mlst-3390273-3","7238",2,1,2,6,101,1,13
"tCDM3F6zSTTBUgKunyb8sH","SAMEA6422765","mlst-3390273-3","17",2,1,1,1,4,4,4
"2Zgx7whbCctjN9tBdvUggB","SAMEA111505130","mlst-3390273-3","2729",3,5,4,181,9,4,177
"d9CdBxjfAoMmmG61oZuuKN","SAMN05960946","mlst-3390273-3","12",6,3,1,1,12,1,4
"xpuYKKN33xUwEFEHcYNxrv","SAMEA7472471","mlst-3390273-3","4410",2,6,1,3,26,1,36
"gWctNQwWhVx3SHvoycbz5o","SAMEA6654241","mlst-3390273-3","17",2,1,1,1,4,4,4
"mrbKzGk1dyjdEhyvwp9UH5","SAMEA111505142","mlst-3390273-3","6337",4,1,2,209,1,1,38
"vPnNvNW6p1ALprg57MTF4k","SAMEA6654230","mlst-3390273-3","17",2,1,1,1,4,4,4
"3A34G7y3D2ARzcjgdhtEqr","SAMEA5753802","mlst-3390273-3","1962",2,1,65,1,240,4,43
"ep4NAxRxYEM4xd8FEHYC6d","SAMEA6654239","mlst-3390273-3","17",2,1,1,1,4,4,4
"2HLjQ9mr1jyR9L4XFAeF9E","SAMEA5753724","mlst-3390273-3","152",2,3,2,1,1,4,56
"fstHdZDYbS5mHrCxcBxm1p","SAMN05960945","mlst-3390273-3","12",6,3,1,1,12,1,4
"cn2BAN2ymgY9j4cHSULQco","SAMEA6422774","mlst-3390273-3","307",4,1,2,52,1,1,7
"65GXWu7971WMZfcK6f2yRL","SAMEA6654221","mlst-3390273-3","17",2,1,1,1,4,4,4
"1X3RHR1R9T3bHHmdytUUzm","SAMEA4785006","mlst-3390273-3","15",1,1,1,1,1,1,1
"o27LtUbbnM7sAbWc5HMNwp","SAMEA5753798","mlst-3390273-3","1662",4,1,1,1,3,44,4
"3ETZnCVSXG1XhYMeJg44uh","SAMEA6422762","mlst-3390273-3","15",1,1,1,1,1,1,1
"96cksz4WjidZG4XXudpBGN","SAMN05960955","mlst-3390273-3","716",71,1,1,2,16,4,164
"saQY2KcQvxx3dmBCmfJKbA","SAMEA6155911","mlst-3390273-3","340",3,3,1,1,1,1,18
"4CEinHPjbqftRKokEeVUgV","SAMEA115925720","mlst-3390273-3","2b2b26d0a6bb6ecc81ba8349ed41a26d516d651c",1,1,1,1,1,1,"8cfa68cd9ffddb98af5899aea1a85cdac9e6ac04"
"6mvRGZipdvWcmDtzSe6mMc","SAMEA4785018","mlst-3390273-3","147",3,4,6,1,7,4,38
"9LPpTDMF2gYTgpLoGeYXV2","SAMEA6155889","mlst-3390273-3","502",2,53,3,1,10,4,18
"vkdwdm7JH34D88Q6BcT7eq","SAMEA8515150","mlst-3390273-3","464",2,5,2,1,26,1,2
"1c7a62n9V8BQPaEkvjMDc4","SAMN05960942","mlst-3390273-3","12",6,3,1,1,12,1,4
"vcDCfmYBJncwYdGQG2mpfR","SAMEA6155886","mlst-3390273-3","25",2,1,1,1,10,4,13
"iwr1hdHsuVcU4yvsihvFMj","SAMEA6155824","mlst-3390273-3","340",3,3,1,1,1,1,18
"jhNV3ZPRuaxd87WdMV1a1B","SAMEA6155790","mlst-3390273-3","307",4,1,2,52,1,1,7
"mhDuTKMYCV1V842nethQWY","SAMEA6155845","mlst-3390273-3","11",3,3,1,1,1,1,4
"5wTxRTqNZjtEuvGGj4Mx5Y","SAMN36884882","mlst-3390273-3","307",4,1,2,52,1,1,7
"p3uE7VsE14c6D5LHnqXS1M","SAMEA7472491","mlst-3390273-3","442",10,20,2,1,9,11,14
"fFWpeg8oUzsKkkvSLF3V9L","SAMEA111504608","mlst-3390273-3","70",2,6,17,1,20,10,25
"uL3CKBQ4ihoSFt3qZssevL","SAMEA111505132","mlst-3390273-3","147",3,4,6,1,7,4,38
"4vecoti19U8QYh9yiWeTgo","SAMEA6654213","mlst-3390273-3","25",2,1,1,1,10,4,13
"fqWJ9K2QRMJH8qE2eUujtf","SAMEA7472434","mlst-3390273-3","464",2,5,2,1,26,1,2
"oSeqP5cRrnXMcfoxkK8tBH","SAMEA6156052","mlst-3390273-3","342",2,1,1,1,1,1,100
"85P8Lz6iBLgADQsNbQj49m","SAMEA111505133","mlst-3390273-3","215",2,1,38,37,10,4,18
"sGGgYrWZsF3yCUZpU2GhEW","SAMN05960888","mlst-3390273-3","45",2,1,1,6,7,1,12
"wCwAFpJj3FF7zouFf7cV13","SAMN05960893","mlst-3390273-3","48",2,5,2,2,7,1,10
"ci5L8cj5N8sZma9eJaXag5","SAMEA5753787","mlst-3390273-3","3294",7,1,1,1,1,4,12
"gfuP6GHjDZQ8BgLZEcDuXt","SAMEA6654222","mlst-3390273-3","17",2,1,1,1,4,4,4
"pbk2WX17WrWWJNqoAEyhm9","SAMEA4785005","mlst-3390273-3","147",3,4,6,1,7,4,38
"2NgpXYhueejuSuTAZyHPeh","SAMEA6155851","mlst-3390273-3","25",2,1,1,1,10,4,13
"dj8cNasQccRhPLsXQLMzjz","SAMEA7472438","mlst-3390273-3","20",2,3,1,1,4,4,4
"obEJj5XuFzXAkKQ79jF21X","SAMN36884895","mlst-3390273-3","48",2,5,2,2,7,1,10
"57nUkCKDPaeekz89J7aebq","SAMEA5753769","mlst-3390273-3","3283",14,3,2,1,9,1,14
"kQbFftPeNydrTFLKm1gTh7","SAMEA7472431","mlst-3390273-3","464",2,5,2,1,26,1,2
"fhgmyF2yUq7AWaDrvx7pma","SAMEA6155832","mlst-3390273-3","11",3,3,1,1,1,1,4
"7TqRpehZ2qcivjv7zqcvTp","SAMEA7472368","mlst-3390273-3","76",4,1,1,1,21,1,35
"vPwBSvhKtWDxodfhjCnXmP","SAMEA111505129","mlst-3390273-3","307",4,1,2,52,1,1,7
"jPBM7SVA1a7tG9wqKzPojF","SAMN05960894","mlst-3390273-3","48",2,5,2,2,7,1,10
"ryJoVzNXJBEpGiXoCUBbzD","SAMEA5753347","mlst-3390273-3","1303",2,5,118,1,179,1,13
"1a2iUfdSziZ4bAcFoFiyba","SAMEA111505135","mlst-3390273-3","111",2,1,5,1,17,4,42
"56rtBCLAfwhp1Mc8VrFiSU","SAMEA6155794","mlst-3390273-3","5241",2,5,399,1,4,1,4
"9aiHzthWfG36nY5FfEZgt5","SAMEA6654217","mlst-3390273-3","25",2,1,1,1,10,4,13
"tTtLMUXkFaaF2sdixGjgda","SAMN05960885","mlst-3390273-3","101",2,6,1,5,4,1,6
"bxRyRAsmc1ZnVJrXNYtSzs","SAMN05960930","mlst-3390273-3","108",2,1,2,1,3,4,18
"dzY5QotexRbxt2v6A8kejo","SAMEA5753370","mlst-3390273-3","504",2,1,1,1,3,3,18
"iby3wEYc9KeyTJd87zTnVv","SAMN31892434","mlst-3390273-3","2159",4,7,1,37,177,4,6
"wUVBBmrNkX5ZbJQDo53r4F","SAMEA6155840","mlst-3390273-3","15",1,1,1,1,1,1,1
"xnrt1fvSQyjy6gwiDTPA2u","SAMEA115925718","mlst-3390273-3","234",2,1,2,1,7,1,24
"wBsYnQ5pxWiCw9S5y5GFKb","SAMEA111505131","mlst-3390273-3","964",41,1,1,1,7,4,87
"iry46BEny3LZM3U4XPWx8a","SAMEA5753334","mlst-3390273-3","3287",2,3,2,1,7,4,23
"7j2nkQAgfkTrfc46osTtuW","SAMEA5753351","mlst-3390273-3","1087",2,1,1,1,3,3,38
"9ZPqEpyvM7PSSoLwHHc7rT","SAMN36884889","mlst-3390273-3","336",2,1,1,1,72,4,4
"eCM2uKJm1Rvj2HdoVyeWSW","SAMEA5753719","mlst-3390273-3","3258",2,3,2,1,145,10,427
"oPJnj2ekm9kUCNXgLdtzbP","SAMEA6155803","mlst-3390273-3","4",3,1,1,1,3,3,1
"tsvXV4uJf6PCRLXXJqesZr","SAMEA5753328","mlst-3390273-3","1666",2,1,11,20,1,4,13
"21ZLrXeeHyHuywWtJokdwu","SAMEA6155791","mlst-3390273-3","5241",2,5,399,1,4,1,4
"wEaCTewaPHHud6H82H5S4P","SAMN36884893","mlst-3390273-3","14",1,6,1,1,1,1,1
"rq2cfjS6BAaV3WXFujUqVi","SAMEA4785008","mlst-3390273-3","147",3,4,6,1,7,4,38
"fvPvDLDTbv9MXXid3Zwz1i","SAMEA7472433","mlst-3390273-3","464",2,5,2,1,26,1,2
"aamPQGKaDvqCKgnosBKWZM","SAMN05960918","mlst-3390273-3","3687",196,3,2,233,9,4,4
"oKpzouhqV9EMw2cBQFoTea","SAMEA6155795","mlst-3390273-3","307",4,1,2,52,1,1,7
"6UmGxRCHX4KJH5mnLTkHCQ","SAMEA7472481","mlst-3390273-3","307",4,1,2,52,1,1,7
"4h4NT5tASN8UP1dyqRDtMQ","SAMEA5753728","mlst-3390273-3","3261",2,1,2,1,1,4,441
"pbakVCetQtCKuteTnFQt5f","SAMEA5753711","mlst-3390273-3","3116",10,3,1,1,1,10,9
"iMG8H4Co69RHQYk1sNSRfJ","SAMEA7472446","mlst-3390273-3","133",12,1,1,2,5,1,36
"kwFfuopSUkAHHfF5viRbLn","SAMEA5753784","mlst-3390273-3","13",2,3,1,1,10,1,19
"nKztEJxaQRFH8q7CjZuMPR","SAMEA112281695","mlst-3390273-3","147",3,4,6,1,7,4,38
"mqJ6wVvYaSXMY6adcBANCp","SAMEA112281698","mlst-3390273-3","18",2,1,1,1,4,1,4
"pxzvtyf3M2fbPCQVXbFgtW","SAMEA5753750","mlst-3390273-3","225",10,1,1,1,12,1,38
"bbHjmhHU6Pj3HNf8irc8vE","SAMEA112622403","mlst-3390273-3","22",2,3,1,1,1,4,4
"odMkneuyvBekXi3t5gd65n","SAMEA6654242","mlst-3390273-3","17",2,1,1,1,4,4,4
"g8rdjWUAm2LL6rJJG5ZTf3","SAMN05960935","mlst-3390273-3","429",2,1,2,1,9,1,116
"in1AN9CPk4tMGdvygfSXWw","SAMEA5753761","mlst-3390273-3","45",2,1,1,6,7,1,12
"9pTFk2Q553efjZBE6rP2iq","SAMN41988742","mlst-3390273-3","248",4,1,1,1,9,4,4
"1giVL9n6jnoY6zzeySmeSr","SAMEA112281699","mlst-3390273-3","18",2,1,1,1,4,1,4
"3Y7gynbx2o4aKcDkKys25x","SAMEA111505113","mlst-3390273-3","43",2,6,1,5,11,1,15
"rvmkKyu1SvuhNSPf1h2J5m","SAMN05960901","mlst-3390273-3","831",2,1,1,1,10,1,18
"7WnDm43QrjNec8vtWHPf7M","SAMN05960913","mlst-3390273-3","4",3,1,1,1,3,3,1
"4mp1yaqsPNm9uZkL9czRdK","SAMEA7472458","mlst-3390273-3","377",10,20,2,1,9,11,12
"oB4cB8RSV8ofjFjJBLLXVj","SAMEA6155827","mlst-3390273-3","5242",2,1,5,26,7,4,713
"hdJoa1YA1B7mvkzuzMLcYi","SAMEA6155799","mlst-3390273-3","43",2,6,1,5,11,1,15
"henhQq47DRAjYrmkCVsKCV","SAMN05960970","mlst-3390273-3","530",2,39,2,1,1,4,24
"uhxVFMVtnDEK915m5ssmj8","SAMEA5753800","mlst-3390273-3","3341",2,1,1,1,12,2,4
"iMLULs49BoiE2u7Tx6voK5","SAMEA5753795","mlst-3390273-3","3338",2,1,62,97,10,1,91
"mVQsapn1bgGpHbYNDGgQ2F","SAMN05960889","mlst-3390273-3","48",2,5,2,2,7,1,10
"rQAC9uaqCQymXUxiu4nCbw","SAMEA5753737","mlst-3390273-3","3157",2,1,1,1,7,1,89
"7K7X7kT9JLVHLYBf49wCrZ","SAMN41988745","mlst-3390273-3","964",41,1,1,1,7,4,87
"gLNzBYyV8st6sWjPyPhU9a","SAMEA112281694","mlst-3390273-3","147",3,4,6,1,7,4,38
"n88HMJpDkkCZSdT8jyMHPv","SAMEA6155881","mlst-3390273-3","307",4,1,2,52,1,1,7
"sqcCF27u2Jk2Ts9AhftTbT","SAMEA6422763","mlst-3390273-3","101",2,6,1,5,4,1,6
"aHCoEKTpfBd4z7hFqkjynA","SAMEA5753744","mlst-3390273-3","514",2,1,1,1,8,1,9
"a3jRseYa9Hb5Bmt2GmFMww","SAMEA5753791","mlst-3390273-3","3297",4,4,1,1,7,4,46
"rD3YSY9RHtK82EVsqADyd3","SAMEA111505124","mlst-3390273-3","147",3,4,6,1,7,4,38
"vwqte6pbD3kh7mfEzLFxWh","SAMN05960964","mlst-3390273-3","716",71,1,1,2,16,4,164
"vD7DP7MSiKLCFChzFi9k4d","SAMEA115925709","mlst-3390273-3","392",3,4,6,1,7,4,40
"rws57o7sLQkpt9evDWMvdv","SAMEA5753743","mlst-3390273-3","443",2,1,1,4,89,4,4
"6osF4xvGWgnyHoxMuxoDon","SAMEA6654245","mlst-3390273-3","17",2,1,1,1,4,4,4
"kmLw1MA31sJ5vV4LmNnd97","SAMEA111504610","mlst-3390273-3","86",9,4,2,1,1,1,27
"kYpJkJhU9K19EBkXL3AknW","SAMEA7472472","mlst-3390273-3","4410",2,6,1,3,26,1,36
"nanSgc31C6YiaJwjhG7znD","SAMEA6155802","mlst-3390273-3","502",2,53,3,1,10,4,18
"dWYEoHDKeqzX8wfTZUcQgU","SAMEA5753709","mlst-3390273-3","17",2,1,1,1,4,4,4
"oDFqoJXXZ81zPqaoNhVE5T","SAMEA6654246","mlst-3390273-3","17",2,1,1,1,4,4,4
"38EhiTUsV53CgpEmxhMfb3","SAMEA5753740","mlst-3390273-3","3267",2,1,1,1,7,4,442
"g81Vzmtwb5xGbWJGsihxa8","SAMEA5753427","mlst-3390273-3","39",2,1,2,4,9,1,14
"wKyxRrzd6s8XXDwpq4f6Ue","SAMEA5753776","mlst-3390273-3","249",2,1,44,1,16,4,66
"5HDYNgA78QsL5YqK9KNQfa","SAMEA6654234","mlst-3390273-3","17",2,1,1,1,4,4,4
"wozRdyq36eTDcd11qo7qFd","SAMEA5753717","mlst-3390273-3","111",2,1,5,1,17,4,42
"jTfSN5GgDbYyf6cCjXrfc9","SAMEA6155804","mlst-3390273-3","530",2,39,2,1,1,4,24
"vc96La2inKC8EGjWVdn1JA","SAMN05960953","mlst-3390273-3","25",2,1,1,1,10,4,13
"gYuyXa9wDFdJ7wYo5JU7W7","SAMN46427850","mlst-3390273-3","464",2,5,2,1,26,1,2
"rH4HKQKMAjf9Xmi4wyu5E7","SAMEA5753745","mlst-3390273-3","36",2,1,2,1,7,1,7
"hS3E85jgMkxLjxWH5aZooS","SAMEA6155861","mlst-3390273-3","4",3,1,1,1,3,3,1
"xjLQK2fYg9Ukdtozg4Sp7F","SAMEA5753316","mlst-3390273-3","1886",2,5,118,1,10,1,13
"3AYPL1eoPCAFhjikjJtcNG","SAMEA5753393","mlst-3390273-3","37",2,9,2,1,13,1,16
"8ybhuB6zFo6L8KJnHV6bzJ","SAMEA7472487","mlst-3390273-3","48",2,5,2,2,7,1,10
"5DPLDNgVqAUYMxUBNnpX8d","SAMEA7472498","mlst-3390273-3","395",3,1,2,4,1,1,4
"dsDG3ZSWiJrxk62Cu9pfMV","SAMEA115925711","mlst-3390273-3","37",2,9,2,1,13,1,16
"9WgXfV9ohbX114RJ1XEZYn","SAMEA6156049","mlst-3390273-3","5244",281,1,1,1,1,1,1
"mK9drvor3FCJz3m45cgZ9F","SAMEA111504599","mlst-3390273-3","65",2,1,2,1,10,4,13
"1dD6dr1Xx318F5sMym8mPK","SAMEA6155841","mlst-3390273-3","392",3,4,6,1,7,4,40
