genome_id,genome_name,country,qc_status,species_prediction,contig_count,genome_length,n50,st,resistance_score,resistance_gene_count,bla_acquired,bla_esbl_acquired,bla_carb_acquired,virulence_score,k_type,o_type,plasmid_replicons
7osKw9nwAbzmFk8SAZCCVq,SAMEA5753797,Senegal,Passed,Klebsiella pneumoniae,71,5292473,325458,ST661,0,,-,-,-,1,K27,O2β,Col440I;IncHI1B(pNDM-MAR);repB
utzjj6oLjCnX7gZM8dEmkc,SAMEA111505126,Nigeria,Passed,Klebsiella pneumoniae,157,5652758,100963,ST15,1,,OXA-1,CTX-M-15,-,1,K24,"O1αβ,2α",Col(pHAD28);Col440I;ColpVC;IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);IncR;repFIB
aFmgnCiB28KNQAe6qxxKur,SAMEA7472371,Nigeria,Passed,Klebsiella pneumoniae,79,5196967,149533,ST76,0,,-,-,-,0,K31,O3αβ,Col(pHAD28);IncFIA(pBK30683);IncFII(pMET);repB(R1701)
cocDC5PVaDCsHxNGfWc5k3,SAMEA6422756,Nigeria,Passed,Klebsiella pneumoniae,23,5051112,470022,ST5248,0,,-,-,-,0,K31,O3γ,Col(pHAD28)
8kVbukWkaFEqdXzhiXoBpf,SAMEA6155853,Nigeria,Passed,Klebsiella pneumoniae,43,5519436,391929,ST342,1,,TEM-103*,CTX-M-15,-,1,K30,"O1αβ,2β",IncFIB(K);IncFII(K)
kaiogLxCJLSa245NCTkt9g,SAMN05960956,Nigeria,Passed,Klebsiella pneumoniae,61,5464941,367135,ST716,1,,OXA-1,CTX-M-15,-,1,unknown (KL110),O2α,Col(pHAD28);Col440I;Col440II;IncFIB(K);IncFII(K)
oGSv5BjAnBd2ofvw7ZBZEz,SAMEA6654232,Ghana,Passed,Klebsiella pneumoniae,100,5750957,387770,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
cdbaGrHDemPtw1BgydfcvJ,SAMN36884876,Ghana,Passed,Klebsiella pneumoniae,103,5613901,239299,ST14,1,,OXA-1^,CTX-M-15,-,0,K2,"O1αβ,2α",IncFIA(HI1);IncFIB(K);IncFII(K)
6Yx8hEXhsdHNMdjcnHpdXj,SAMEA6155833,Nigeria,Passed,Klebsiella pneumoniae,68,5546421,341358,ST111,1,,SCO-1,CTX-M-15,-,0,K63,"O1αβ,2β",Col(pHAD28);Col440I;IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncR
hAbwaa2M11aDucG5dNcx6N,SAMEA6155807,Nigeria,Passed,Klebsiella pneumoniae,60,5554592,479738,ST22,1,,-,CTX-M-15,-,0,K9,O2β,Col(pHAD28);IncFIB(K);IncFIB(pKPHS1);IncFII(pKP91);IncR;IncY
ov8R6Jr2mE8UgaeeqheaFP,SAMEA115925716,Senegal,Passed,Klebsiella pneumoniae,119,5527922,130196,ST502-1LV,1,,OXA-1,CTX-M-15,-,0,K15,O4,Col(pHAD28);Col440I;IncFIB(pNDM-Mar);IncFII(pKP91);IncHI1B(pNDM-MAR);IncR;repB(R1701)
dgL11DroRQLtr1f55o8bTr,SAMN05960906,Nigeria,Passed,Klebsiella pneumoniae,75,5662239,258695,ST147,1,,SCO-1,CTX-M-15,-,0,K10,O3αβ,Col(pHAD28);IncFIB(K);IncFII(K)
kVaSn9PWDtVoXozYzBTQFk,SAMEA111504609,Ghana,Passed,Klebsiella pneumoniae,85,5693111,230038,ST147,2,,OXA-9.v1;OXA-1,CTX-M-15,NDM-1,1,K64,O2α,Col(pHAD28);IncFIB(K)(pCAV1099-114);IncFIB(pKPHS1);IncFIB(pQil);IncR;RepB;repFIB
rSffqw8uKXHjTgvArFBgq7,SAMEA6155858,Nigeria,Passed,Klebsiella pneumoniae,61,5532930,388799,ST392,1,,OXA-1,CTX-M-15,-,0,K27,O4,Col(pHAD28);IncFIB(K);IncFII(K)
miwMhf78aTEavL2snrWv8o,SAMEA6155789,Nigeria,Passed,Klebsiella pneumoniae,46,5425973,352306,ST17,0,,-,-,-,0,K62,O2β,Col(pHAD28);Col440I;IncFIB(K);IncFII(pKP91);IncR
jVsruuu8Mj75YfkzqpdtsP,SAMEA5753327,Senegal,Passed,Klebsiella pneumoniae,123,5504642,237644,ST3271,0,,-,-,-,0,K81,"O1αβ,2α",Col(pHAD28);Col440I;IncFIB(K)(pCAV1099-114);IncFII(pKP91);IncR;RepB;pKPC-CAV1193;repFIB
fh4M2ynawwkpe9bESyogqC,SAMEA5753786,Senegal,Passed,Klebsiella pneumoniae,41,5283235,326406,ST3293,0,,-,-,-,0,K60,O3γ,Col(pHAD28)
bV4RhJMeAGN5HN3w7U73N2,SAMEA8515127,Nigeria,Passed,Klebsiella pneumoniae,140,5496235,145545,ST244,2,,OXA-1,CTX-M-15,NDM-1,1,unknown (KL155),O13,IncFIA(pBK30683);IncFIB(K)
vtgvqBT53v8fF46ctdA8wB,SAMEA6155877,Nigeria,Passed,Klebsiella pneumoniae,22,5121762,478691,ST5241,0,,-,-,-,0,unknown (KL123),O5,Col440I;IncFIA(HI1);IncR
umyMDwpZFUJdhx8vnF28oZ,SAMEA6155773,Nigeria,Passed,Klebsiella pneumoniae,43,5412690,653144,ST5243,0,,-,-,-,0,K12,"O1αβ,2α",IncFIB(K);IncFII(pKP91);IncR
pchsxW6orFh8S3vDcUZoVx,SAMEA5753803,Senegal,Passed,Klebsiella pneumoniae,91,5700352,247012,ST397,0,,-,-,-,1,unknown (KL158),"O1αβ,2α",Col440I;IncFIA(pBK30683);IncFIB(K)(pCAV1099-114);IncFII(pKP91);RepB
aipP1e8eQesusYkxTMLP3u,SAMEA6155929,Nigeria,Passed,Klebsiella pneumoniae,54,5574568,406006,ST219,2,,-,CTX-M-15,OXA-48,0,unknown (KL114),"O1αβ,2α",Col440I;IncFIB(K)(pCAV1099-114);IncFII(pKP91);IncL;IncR;RepB
jE5MBuuESAgX1U37dXCbVV,SAMEA5753804,Senegal,Passed,Klebsiella pneumoniae,48,5229188,316106,ST1658,0,,-,-,-,0,K21,O3γ,
cLnu3gj3nHHhWDddjKVqpA,SAMEA6155847,Nigeria,Passed,Klebsiella pneumoniae,59,5536106,383721,ST392,1,,OXA-1,CTX-M-15,-,0,K27,O4,Col(pHAD28);IncFIB(K);IncFII(K)
92wiTibEdTeNBpqY17uE8E,SAMEA6422771,Nigeria,Passed,Klebsiella pneumoniae,50,5382200,314068,ST5239,0,,-,-,-,0,unknown (KL162),unknown (OL14),Col(pHAD28);IncFIB(K)
dAkZRDf8BnMSmHg38GM8rm,SAMN05960921,Nigeria,Passed,Klebsiella pneumoniae,53,5794654,410759,ST1788,2,,OXA-1,CTX-M-15,OXA-48,1,K2,"O1αβ,2β",IncFIB(K);IncFIB(pKPHS1);IncFII(K);IncL
eH94miV6WHVNfQjumX6o7R,SAMEA6155843,Nigeria,Passed,Klebsiella pneumoniae,21,5122039,479836,ST5241,0,,-,-,-,0,unknown (KL123),O5,Col440I;IncFIA(HI1);IncR
mZQaeb3FczXTW5Z5S3MwVo,SAMEA7472409,Nigeria,Passed,Klebsiella pneumoniae,57,5186998,304964,ST592,0,,-,-,-,3,K57,O3γ,Col(pHAD28);IncHI1B(pNDM-MAR);repB
7hnX9PJywogzyRrzeEeVfk,SAMN05960873,Nigeria,Passed,Klebsiella pneumoniae,61,5586255,285266,ST873,1,,LAP-2,CTX-M-14,-,0,K38,O3γ,IncFIB(K);IncFII(pKP91);repB(R1701)
ppPWXTxt911sQikKZ64yQ2,SAMEA111505118,Nigeria,Passed,Klebsiella pneumoniae,84,5512475,207741,ST5469,1,,-,CTX-M-15,-,0,unknown (KL180),"O1αβ,2β",IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);repFIB
4rJRoHYr5NR82wGsPzD5vn,SAMEA6155876,Nigeria,Passed,Klebsiella pneumoniae,152,5687042,182034,ST502,1,,SCO-1;OXA-1,CTX-M-15,-,0,K15,O4,Col(pHAD28);Col440I;IncFIB(K)(pCAV1099-114);IncFIB(pNDM-Mar);IncFII(pBK30683);IncHI1B(pNDM-MAR);IncR;RepB
4Rve9vkKjgmV9RdsLuAftK,SAMN31892430,Ghana,Passed,Klebsiella pneumoniae,80,5281734,172346,ST65,0,,-,-,-,3,K2,"O1αβ,2α",IncHI1B(pNDM-MAR);repB
k6jL9xWt1Di2np5pYwysKb,SAMEA6635864,Nigeria,Passed,Klebsiella pneumoniae,94,5763365,252436,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114);IncR
azNWjydAsZsWq5oBkJZpsG,SAMEA7472511,Nigeria,Passed,Klebsiella pneumoniae,117,5824339,150479,ST348,1,,SCO-1;OXA-1,CTX-M-15,-,1,K62,"O1αβ,2α",IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR)
bdwVoBzdHnEN9SvqNbikxT,SAMN05960957,Nigeria,Passed,Klebsiella pneumoniae,65,5462152,239205,ST716,1,,OXA-1,CTX-M-15,-,1,unknown (KL110),O2α,Col(pHAD28);Col440I;Col440II;IncFIB(K);IncFII(K)
8iTG3rswnZSXfdyUnnin2P,SAMEA6155792,Nigeria,Passed,Klebsiella pneumoniae,72,5532180,321945,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,0,K2,"O1αβ,2β",Col440I;IncFIB(K)(pCAV1099-114)
kvBvKLVWrLzSZ2bJfyvXeG,SAMEA5753369,Senegal,Passed,Klebsiella pneumoniae,168,5527784,145100,ST1263,0,,-,-,-,0,K10,O3αβ,IncFIA(HI1);IncFIB(K);IncY
fs5SV1mCiSjT1fyFMjF6VZ,SAMEA6654216,Ghana,Passed,Klebsiella pneumoniae,79,5613150,344484,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114)
wzDKTANo7rKwooQZ846smZ,SAMEA5753721,Senegal,Passed,Klebsiella pneumoniae,77,5455897,222904,ST1962,0,,-,-,-,0,K14,O3γ,Col440I;IncFIA(HI1);IncFIB(K);IncFII(pKP91)
cGYL9WzsyTTm9hRXfqGYGn,SAMEA7472380,Nigeria,Passed,Klebsiella pneumoniae,164,5143853,61623,ST4408,0,,-,-,-,0,K46,O3γ,IncFIB(K);IncFIB(pKPHS1)
iU6qbLVcAJ8i2C414QCBri,SAMEA7472477,Nigeria,Passed,Klebsiella pneumoniae,55,5511400,319804,ST40,0,,-,-,-,0,unknown (KL155),O13,Col(pHAD28);Col440I;IncFIB(K);IncFII(K);IncQ1
pbnK26AZXgQgjnJLjZv9wx,SAMEA6155779,Nigeria,Passed,Klebsiella pneumoniae,19,5122439,734765,ST5241,0,,-,-,-,0,unknown (KL123),O5,Col440I;IncFIA(HI1);IncR
jBBWXA8udJH12wFK6SRUnY,SAMEA115925719,Senegal,Passed,Klebsiella pneumoniae,130,5821099,203963,ST234,2,,OXA-1,CTX-M-15,OXA-181,1,K30,"O1αβ,2β",Col(pHAD28);IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR);IncX3
mU9yEWqCpyz52t5ggREiez,SAMN05960966,Nigeria,Passed,Klebsiella pneumoniae,79,5556965,227618,ST17,1,,-,CTX-M-15;SHV-12^,-,1,K25,O5,Col(pHAD28);IncFIA(HI1);IncFIB(K);IncFII(K);IncR;repB(R1701)
deos3gCFmYQxmsgmjQDH7U,SAMEA115925721,Senegal,Passed,Klebsiella pneumoniae,156,5648471,119357,ST867,1,,OXA-1,CTX-M-15,-,0,K81,O13,Col(pHAD28);Col440I;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pBK30683);IncHI1B(pNDM-MAR)
qSJ6YXKzWVB7Hh8TNTP9tA,SAMEA115925703,Senegal,Passed,Klebsiella pneumoniae,74,5308288,228531,ST870,1,,OXA-1,CTX-M-15,-,0,K17,"O1αβ,2α",IncFIB(K);IncFII(K)
87PJxck965L12Gh9N8vXp6,SAMEA5753727,Senegal,Passed,Klebsiella pneumoniae,87,5186525,139878,ST3260,0,,-,-,-,0,K30,O3γ,Col440I
3dikTEvbuQAXQaWLF6wGmM,SAMEA5753354,Senegal,Passed,Klebsiella pneumoniae,115,5305677,144443,ST2108,0,,-,-,-,0,K31,O5,Col(pHAD28);IncFIA(HI1);IncFIB(K);IncFII(K);IncR
85vFfmMxAWjqo18pNuvhoz,SAMEA4785013,Nigeria,Passed,Klebsiella pneumoniae,105,5494548,196862,ST395,2,,OXA-1,CTX-M-15,NDM-1,0,unknown (KL108),"O1αβ,2β",Col(pHAD28);IncFIB(pQil);IncFII(K);IncR
8LLpFVCdS1PrSrLbyHVaST,SAMN41988735,Ghana,Passed,Klebsiella pneumoniae,52,5455565,397739,ST86,0,,-,-,-,3,K2,"O1αβ,2α",IncFIA(HI1);IncHI1B(pNDM-MAR);IncR;repB
43FEb4GXdhp3cEAaSbWjBv,SAMEA7472411,Nigeria,Passed,Klebsiella pneumoniae,49,5190825,304965,ST592,0,,-,-,-,3,K57,O3γ,Col(pHAD28);IncHI1B(pNDM-MAR);repB
uUpNEneKmgYQtETf9ghiUv,SAMEA7472462,Nigeria,Passed,Klebsiella pneumoniae,78,5549348,208082,ST39,1,,-,CTX-M-15,-,1,K2,"O1αβ,2α",Col(pHAD28);IncFIB(K);IncFII(K)
c9h9kcdQiPzKhFFe3UtP9v,SAMEA6155838,Nigeria,Passed,Klebsiella pneumoniae,43,5410733,451954,ST5243,0,,-,-,-,0,K12,"O1αβ,2α",IncFIB(K);IncFII(pKP91);IncR
u1e4xLvcNu2xvy625KyC2N,SAMEA5753753,Senegal,Passed,Klebsiella pneumoniae,127,5095896,135055,ST3275,0,,-,-,-,0,Capsule null,O4,
aKHZjRjNNmn3HymxZeqUxb,SAMEA5753792,Senegal,Passed,Klebsiella pneumoniae,108,5460684,244936,ST152,0,,-,-,-,0,K74,unknown (OL15),Col(pHAD28);Col440II;IncFIB(K);IncR
cLPoF1A7AnHCaibQsPz2zV,SAMEA5753738,Senegal,Passed,Klebsiella pneumoniae,228,5718959,119711,ST277,0,,-,-,-,0,K46,O3γ,Col(pHAD28);Col440I;IncFIA(HI1);IncFIB(K);IncFIB(pKPHS1);IncFII(K);IncY
jKvEssiC3yAVNGhJtayyUD,SAMEA6654220,Ghana,Passed,Klebsiella pneumoniae,89,5669714,265288,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(pNDM-Mar);IncFII(K);IncQ1;IncX3;repB(R1701)
v14mp2i8gwWnMRM21sjxpA,SAMEA6155854,Nigeria,Passed,Klebsiella pneumoniae,44,5425161,369270,ST17,0,,-,-,-,0,K62,O2β,Col(pHAD28);Col440I;IncFIB(K);IncFII(pKP91);IncR
m2GtyCCQgQRVk91EqqtwyE,SAMEA4785007,Nigeria,Passed,Klebsiella pneumoniae,99,5599755,176645,ST340,2,,-,CTX-M-15;SHV-12,NDM-1,0,K15,O4,Col440I;IncFIA(HI1);IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR);IncR;repB(R1701)
hoocsxPfXfnsg2XLutMNAK,SAMEA7472365,Nigeria,Passed,Klebsiella pneumoniae,125,5807373,205214,ST4410,2,,OXA-1,CTX-M-15,NDM-1,1,unknown (KL116),"O1αβ,2α",Col(pHAD28);IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR);IncR
9z1oeZUBBJAF8C3UyBvx4E,SAMEA12311723,Ghana,Passed,Klebsiella pneumoniae,164,5495723,145725,ST152,2,,OXA-1,CTX-M-15^,NDM-1;OXA-48,0,unknown (KL149),O4,Col(pHAD28);ColRNAI;IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR);repB(R1701)
mjYYGyn7pj1GTEgBMVbm57,SAMEA6155872,Nigeria,Passed,Klebsiella pneumoniae,83,6021322,203585,ST15,1,,OXA-1,CTX-M-15,-,1,K24,"O1αβ,2α",IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR)
eb7Qrn3aAFtT9DavapU5Hy,SAMEA5753317,Senegal,Passed,Klebsiella pneumoniae,146,5334497,131424,ST502,0,,-,-,-,0,K15,O4,Col(pHAD28);Col440I;IncFIB(K)(pCAV1099-114);IncFIB(pQil);IncFII(K);IncR;RepB
2mJG6aY8YTfLy2ghLcMvcU,SAMEA7472355,Nigeria,Passed,Klebsiella pneumoniae,55,5649976,280609,ST45,1,,-,CTX-M-15,-,1,K52,O13,Col440I;IncFIB(K);IncFII(K);IncQ1
udYSjTG1qwdx9E8AefFSHg,SAMEA5753356,Senegal,Passed,Klebsiella pneumoniae,79,5340296,328529,ST3282,0,,-,-,-,0,unknown (KL140),O3γ,Col(pHAD28);Col440I;IncFIB(K);IncFII(pKP91)
gnwExAtn8aB3Sh7bHjWrkW,SAMEA6422780,Nigeria,Passed,Klebsiella pneumoniae,68,5394123,288645,ST1119,1,,-,CTX-M-15,-,0,unknown (KL110),O3γ,IncFIB(K)(pCAV1099-114);repFIB
pkNR3coqAs41UDm1TjHtVx,SAMEA6155869,Nigeria,Passed,Klebsiella pneumoniae,44,5517161,381477,ST342,1,,TEM-103*,CTX-M-15,-,1,K30,"O1αβ,2β",IncFIB(K);IncFII(K)
wGwgZmQ8x9oZcrAjjxfoDy,SAMEA6654224,Ghana,Passed,Klebsiella pneumoniae,47,5753654,1077390,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
pcrXU5kynsB1PCESpWGNH4,SAMN31892426,Ghana,Passed,Klebsiella pneumoniae,65,5608328,347188,ST25,0,,-,-,-,3,K2,"O1αβ,2β",IncFIA(pBK30683)
bjsEga6MiZDiitdb3bdRiH,SAMN05960938,Nigeria,Passed,Klebsiella pneumoniae,43,5477500,552915,ST429,1,,OXA-1,CTX-M-15,-,0,K27,O4,IncFIB(K);IncFII(K)
phs67xfBWNQemLZ4RhzKqc,SAMEA6155814,Nigeria,Passed,Klebsiella pneumoniae,90,5766692,321196,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114);IncR
wLmNuoXQx7aJEsUNtVkqeQ,SAMEA6422736,Nigeria,Passed,Klebsiella pneumoniae,116,5780757,344543,ST70,1,,OXA-1,CTX-M-15,-,0,unknown (KL122),"O1αβ,2β",Col(pHAD28);Col440I;IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFIB(pQil);IncFII(pBK30683);IncFII(pKP91);IncHI1B(pNDM-MAR);IncR;repFIB
3DKNa7b6peEvLjs1NJ8Yg9,SAMN05960963,Nigeria,Passed,Klebsiella pneumoniae,80,5518715,357395,ST45,1,,-,CTX-M-15,-,0,K20,O3αβ,Col440I;IncFIA(pBK30683);IncFIB(K);IncFII(K)
9FMy9xUJMnFcAwdgXVsANU,SAMN05960962,Nigeria,Passed,Klebsiella pneumoniae,34,5170668,401133,ST3688,0,,-,-,-,0,K28,O2α,
ckAG3EVebxB4xi7aNYvhEA,SAMEA6155859,Nigeria,Passed,Klebsiella pneumoniae,20,5186335,582840,ST3071,0,,-,-,-,0,K31,O3γ,
83GFGNxEQ55fVsFYZGs5gK,SAMEA6155862,Nigeria,Passed,Klebsiella pneumoniae,85,5636272,323746,ST185,0,,-,-,-,0,unknown (KL130),"O1αβ,2β",IncFIB(K);IncFII(K);IncR;repB(R1701)
tfFNVKNbmL8cWoRQhNWp59,SAMEA6422735,Nigeria,Passed,Klebsiella pneumoniae,39,5468880,361062,ST5240,1,,-,CTX-M-15,-,1,unknown (KL102),O2β,Col(pHAD28);IncFIB(K);IncFII(K)
vJYckjzrYprKU3MEzNj7Fp,SAMEA111503612,Benin,Passed,Klebsiella pneumoniae,69,5548925,299316,ST48,1,,-,CTX-M-15,-,1,unknown (KL124),"O1αβ,2α",Col(pHAD28);ColRNAI;IncFIB(K);IncFII(K)
oahhcaMCteeYDPc2GHaFxi,SAMEA5753782,Senegal,Passed,Klebsiella pneumoniae,76,5222628,144218,ST1015,0,,-,-,-,0,K25,O3γ,
gHwCs7jfA2m26zJTwoQDE1,SAMN05960902,Nigeria,Passed,Klebsiella pneumoniae,47,5239663,292307,ST3612,0,,-,-,-,0,unknown (KL151),O3γ,
6GDQioRLuUjGgXBvzJ15SN,SAMEA6155875,Nigeria,Passed,Klebsiella pneumoniae,55,5580341,430255,ST307,1,,-,CTX-M-15,-,0,unknown (KL102),O2β,IncFIA(HI1);IncFIB(K);IncFII(K);IncR
wSEshuFUNDgMEGBiHnLH9y,SAMEA5753801,Senegal,Passed,Klebsiella pneumoniae,154,5451456,152464,ST36,0,,-,-,-,0,unknown (KL102),O2β,Col(MGD2);Col(pHAD28);IncFIA(HI1);IncFIB(K)
5eG887v1RUpSkjdGw8sGgS,SAMN36884883,Ghana,Passed,Klebsiella pneumoniae,75,5413527,307827,ST152,1,,OXA-1,CTX-M-15,-,1,unknown (KL149),O4,Col(pHAD28);ColRNAI;IncFIB(K);IncFII(K);repB(R1701)
97yZNNPPKmYM3JYMqwuMJk,SAMEA115925704,Senegal,Passed,Klebsiella pneumoniae,81,5777739,240739,ST307,2,,OXA-1,CTX-M-15,OXA-48,0,unknown (KL102),O2β,Col(IRGK);Col(pHAD28);IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR);IncL
6MHXM1WJLUdmMekDndtf9o,SAMEA115925715,Senegal,Passed,Klebsiella pneumoniae,92,5833879,190421,ST234,2,,-,CTX-M-15,OXA-181,1,K30,"O1αβ,2β",Col(pHAD28);Col440I;IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncX3;RepB
fvPMyr5PwYZ9hLw15vxCDJ,SAMEA111504604,Ghana,Passed,Klebsiella pneumoniae,83,5637811,223409,ST35,0,,-,-,-,0,K21,"O1αβ,2α",IncFIA(HI1);IncFII(pCTU2);IncR;pESA2;repB(R1701)
jKtntykrHw7dbtizkJY58n,SAMEA6155883,Nigeria,Passed,Klebsiella pneumoniae,21,5121823,416908,ST5241,0,,-,-,-,0,unknown (KL123),O5,Col440I;IncFIA(HI1);IncR
2zPTZkh76qfbRoz5iw4sY1,SAMEA111505128,Nigeria,Passed,Klebsiella pneumoniae,168,5467915,96373,ST252,0,,-,-,-,0,Capsule null,"O1αβ,2α",Col(pHAD28);Col440I;IncFIB(K)(pCAV1099-114);IncR
mxGK98nBQ8MpsZjV37SZ9z,SAMEA115925705,Senegal,Passed,Klebsiella pneumoniae,93,5478074,187986,ST1243,1,,OXA-1,CTX-M-15,-,0,K14,O3γ,IncFIB(K);IncFII(K);IncN4
94Pknj5Nyf3QQBDqPjr6it,SAMEA5753789,Senegal,Passed,Klebsiella pneumoniae,118,5321316,158442,ST3295,0,,-,-,-,0,Capsule null,O12,Col(pHAD28);Col440II;IncFIB(K)(pCAV1099-114);RepB;repFIB
qXXvn6JkA1n3XnLWZL5pXq,SAMEA6654219,Ghana,Passed,Klebsiella pneumoniae,77,5610745,374724,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114)
8Xgc52vtKZVkfHJUruR9Y2,SAMEA111504615,Ghana,Passed,Klebsiella pneumoniae,65,5468678,179955,ST25,0,,-,-,-,3,K2,"O1αβ,2β",IncHI1B(pNDM-MAR);repB
8ZSgD6stSFnVwrq7ktKyXW,SAMEA6422777,Nigeria,Passed,Klebsiella pneumoniae,71,5554255,307016,ST967,1,,-,CTX-M-15,-,0,K18,"O1αβ,2β",IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);IncR
r4AoMQg5rneJcvC4fvfkPH,SAMN45807625,Nigeria,Passed,Klebsiella pneumoniae,63,5578628,333905,ST39,1,,SCO-1,CTX-M-15,-,1,K2,"O1αβ,2α",Col(pHAD28);Col440I;IncFIB(K)(pCAV1099-114);repFIB
kgF7ju1JDHCHz9o4VMNQ91,SAMN05960882,Nigeria,Passed,Klebsiella pneumoniae,102,5627094,152542,ST25,1,,-,CTX-M-15,-,0,K2,"O1αβ,2β",Col(pHAD28);IncFIA(HI1);IncFIB(K);IncFII(K);IncR;repB(R1701)
2zmwVkNyF5VkwamG5Jafkv,SAMEA5753707,Senegal,Passed,Klebsiella pneumoniae,85,5322968,172025,ST3113,0,,-,-,-,0,unknown (KL146),"O1αβ,2β",IncFIB(pKPHS1)
7p9Cky8RYKxpUFo3fVUd3B,SAMEA4785009,Nigeria,Passed,Klebsiella pneumoniae,96,5495191,198738,ST395,2,,OXA-1,CTX-M-15,NDM-1,0,unknown (KL108),"O1αβ,2β",Col(pHAD28);IncFIB(pQil);IncFII(K);IncR
p6tXQwFHWQ5v1iYXYbG3Nk,SAMEA7472390,Nigeria,Passed,Klebsiella pneumoniae,102,5247011,167810,ST1035,0,,-,-,-,0,K57,"O1αβ,2β",Col440I;IncFIB(K);IncFII(pKP91)
94KiySvHMunwJLkimJxpF9,SAMEA6155798,Nigeria,Passed,Klebsiella pneumoniae,54,5455818,463088,ST4,1,,OXA-1,CTX-M-15,-,0,K62,"O1αβ,2α",IncFIB(K);IncFII(K);IncR
sxBhCqe6JfCuhqcVxJ64TP,SAMN05960937,Nigeria,Passed,Klebsiella pneumoniae,44,5478722,399410,ST429,1,,OXA-1,CTX-M-15,-,0,K27,O4,IncFIB(K);IncFII(K)
tnaMM8Jew5zJav2r6TgpGL,SAMN36884886,Ghana,Passed,Klebsiella pneumoniae,56,5456114,456557,ST280,1,,OXA-1,CTX-M-15,-,0,K23,O2β,IncFIB(K);IncFII(K)
jmUDKLwZX2hKEkNjdsmyB4,SAMEA6155909,Nigeria,Passed,Klebsiella pneumoniae,60,5407948,257140,ST242,1,,OXA-1^,CTX-M-15,-,0,unknown (KL183),O13,Col(pHAD28);IncFIA(HI1);IncFII(K);IncR;repB(R1701)
eHV5akLFSxPCw6DHExHqfW,SAMEA7472489,Nigeria,Passed,Klebsiella pneumoniae,119,5638066,164776,ST464,2,,-,CTX-M-15^,NDM-7,1,K53,"O1αβ,2α",Col440I;ColpVC;IncFIB(K)(pCAV1099-114);IncFIB(pQil);IncFII(K);IncHI1B(pNDM-MAR);IncX3
7LgrgfhCCcAtm1zUX8QJRr,SAMEA6422746,Nigeria,Passed,Klebsiella pneumoniae,43,5549833,377105,ST147,2,,OXA-9.v1,CTX-M-15,NDM-1,1,K64,O2α,Col(pHAD28);IncFIB(pKPHS1);IncFIB(pQil);IncR
8jXG7iH86drY6gQMgCinc4,SAMEA6155928,Nigeria,Passed,Klebsiella pneumoniae,74,6026939,218199,ST15,1,,OXA-1,CTX-M-15,-,1,K24,"O1αβ,2α",IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR)
9LVQVQ8TSA1bP3abTZgCxt,SAMEA6155891,Nigeria,Passed,Klebsiella pneumoniae,94,5654270,284840,ST5244,1,,OXA-1*,CTX-M-15,-,1,unknown (KL112),"O1αβ,2α",IncFIB(K);IncFII(pKP91);IncR
4ohEiVid7BMPdopx1TBd9q,SAMEA5753793,Senegal,Passed,Klebsiella pneumoniae,80,5236360,353414,ST3337,0,,-,-,-,0,unknown (KL146),"O1αβ,2β",Col(IRGK);Col(pHAD28);Col440I;IncFIB(K)
35HdoqhevFZ7ogKPvWK6MG,SAMEA6654244,Ghana,Passed,Klebsiella pneumoniae,50,5583218,427548,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(pNDM-Mar);IncQ1;IncX3
