"Genome ID","Genome Name","Contig","Match ID","Group","Inc Match","Percent Identity","Match Coverage","Contig Start","Contig End","Reference Start","Reference End"
"7osKw9nwAbzmFk8SAZCCVq","SAMEA5753797","NODE_27_length_10991_cov_6.103562","NODE_27_length_10991_cov_6.103562:528..1097:IncHI1B(pNDM-MAR)_1__JN420336:99.122807","","IncHI1B(pNDM-MAR)",99.12,100,"528","1097","1","570"
"7osKw9nwAbzmFk8SAZCCVq","SAMEA5753797","NODE_33_length_7249_cov_10.272587","NODE_33_length_7249_cov_10.272587:3364..3923:repB_KLEB_VIR_AP006726:99.821429","","repB",99.82,100,"3364","3923","1","560"
"7osKw9nwAbzmFk8SAZCCVq","SAMEA5753797","NODE_35_length_6850_cov_21.999259","NODE_35_length_6850_cov_21.999259:811..924:Col440I_1__CP023920:95.614035","","Col440I",95.61,100,"811","924","1","114"
"utzjj6oLjCnX7gZM8dEmkc","SAMEA111505126","NODE_13_length_125062_cov_13.885252","NODE_13_length_125062_cov_13.885252:644..1086:repFIB_pC39_CP061701:97.968397","","repFIB",97.97,100,"644","1086","1","443"
"utzjj6oLjCnX7gZM8dEmkc","SAMEA111505126","NODE_76_length_14784_cov_7.276769","NODE_76_length_14784_cov_7.276769:2335..2904:IncHI1B(pNDM-MAR)_1__JN420336:100.000000","","IncHI1B(pNDM-MAR)",100,100,"2335","2904","1","570"
"utzjj6oLjCnX7gZM8dEmkc","SAMEA111505126","NODE_86_length_12023_cov_20.652829","NODE_86_length_12023_cov_20.652829:6674..6924:IncR_1__DQ449578:100.000000","","IncR",100,100,"6674","6924","1","251"
"utzjj6oLjCnX7gZM8dEmkc","SAMEA111505126","NODE_92_length_6601_cov_7.592553","NODE_92_length_6601_cov_7.592553:3480..4039:IncFIB(K)(pCAV1099-114)_1__CP011596:99.642857","","IncFIB(K)(pCAV1099-114)",99.64,100,"3480","4039","1","560"
"utzjj6oLjCnX7gZM8dEmkc","SAMEA111505126","NODE_102_length_4110_cov_1064.425527","NODE_102_length_4110_cov_1064.425527:3978..4087:Col440I_1__CP023920:87.000158","","Col440I",90.99,95.61,"3978","4087","1","110"
"utzjj6oLjCnX7gZM8dEmkc","SAMEA111505126","NODE_105_length_3385_cov_430.438369","NODE_105_length_3385_cov_430.438369:24..137:Col440I_1__CP023920:95.614035","","Col440I",95.61,100,"24","137","1","114"
"utzjj6oLjCnX7gZM8dEmkc","SAMEA111505126","NODE_112_length_2311_cov_368.352415","NODE_112_length_2311_cov_368.352415:23..153:Col(pHAD28)_1__KU674895:93.129771","","Col(pHAD28)",93.13,100,"23","153","1","131"
"utzjj6oLjCnX7gZM8dEmkc","SAMEA111505126","NODE_116_length_2133_cov_4695.567541","NODE_116_length_2133_cov_4695.567541:849..1041:ColpVC_1__JX133088:98.445596","","ColpVC",98.45,100,"849","1041","1","193"
"utzjj6oLjCnX7gZM8dEmkc","SAMEA111505126","NODE_118_length_2083_cov_951.385458","NODE_118_length_2083_cov_951.385458:1944..2074:Col(pHAD28)_1__KU674895:90.839695","","Col(pHAD28)",90.84,100,"1944","2074","1","131"
"aFmgnCiB28KNQAe6qxxKur","SAMEA7472371","NODE_47_length_23084_cov_41.024103","NODE_47_length_23084_cov_41.024103:943..1525:IncFII(pMET)_1__EU383016:90.083331","","IncFII(pMET)",90.24,99.83,"943","1525","1","577"
"aFmgnCiB28KNQAe6qxxKur","SAMEA7472371","NODE_48_length_19526_cov_4.959283","NODE_48_length_19526_cov_4.959283:17833..18455:repB(R1701)_1__CP039970:99.197432","","repB(R1701)",99.2,100,"17833","18455","1","623"
"aFmgnCiB28KNQAe6qxxKur","SAMEA7472371","NODE_52_length_8468_cov_930.702354","NODE_52_length_8468_cov_930.702354:2334..2464:Col(pHAD28)_1__KU674895:91.603053","","Col(pHAD28)",91.6,100,"2334","2464","1","131"
"aFmgnCiB28KNQAe6qxxKur","SAMEA7472371","NODE_52_length_8468_cov_930.702354","NODE_52_length_8468_cov_930.702354:6005..6135:Col(pHAD28)_1__KU674895:91.603053","","Col(pHAD28)",91.6,100,"6005","6135","1","131"
"aFmgnCiB28KNQAe6qxxKur","SAMEA7472371","NODE_55_length_4998_cov_9.597673","NODE_55_length_4998_cov_9.597673:3780..4074:IncFIA(pBK30683)_1__KF954760:94.915254","","IncFIA(pBK30683)",94.92,100,"3780","4074","1","295"
"cocDC5PVaDCsHxNGfWc5k3","SAMEA6422756","NODE_18_length_3840_cov_41.754611","NODE_18_length_3840_cov_41.754611:2341..2459:Col(pHAD28)_1__KU674895:84.732824","","Col(pHAD28)",93.28,90.84,"2341","2459","1","119"
"8kVbukWkaFEqdXzhiXoBpf","SAMEA6155853","NODE_19_length_31941_cov_5.547170","NODE_19_length_31941_cov_5.547170:22970..23117:IncFII(K)_1__CP000648:97.297297","","IncFII(K)",97.3,100,"22970","23117","1","148"
"8kVbukWkaFEqdXzhiXoBpf","SAMEA6155853","NODE_25_length_12481_cov_5.572686","NODE_25_length_12481_cov_5.572686:4125..4684:IncFIB(K)_1__JN233704:100.000000","","IncFIB(K)",100,100,"4125","4684","1","560"
"kaiogLxCJLSa245NCTkt9g","SAMN05960956","NODE_19_length_69638_cov_15.084931","NODE_19_length_69638_cov_15.084931:64954..65513:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"64954","65513","1","560"
"kaiogLxCJLSa245NCTkt9g","SAMN05960956","NODE_19_length_69638_cov_15.084931","NODE_19_length_69638_cov_15.084931:1753..1900:IncFII(K)_1__CP000648:95.945946","","IncFII(K)",95.95,100,"1753","1900","1","148"
"kaiogLxCJLSa245NCTkt9g","SAMN05960956","NODE_37_length_4726_cov_338.416901","NODE_37_length_4726_cov_338.416901:76..189:Col440I_1__CP023920:100.000000","","Col440I",100,100,"76","189","1","114"
"kaiogLxCJLSa245NCTkt9g","SAMN05960956","NODE_39_length_4514_cov_947.914156","NODE_39_length_4514_cov_947.914156:3604..3885:Col440II_1__CP023921:97.517730","","Col440II",97.52,100,"3604","3885","1","282"
"kaiogLxCJLSa245NCTkt9g","SAMN05960956","NODE_39_length_4514_cov_947.914156","NODE_39_length_4514_cov_947.914156:37..167:Col(pHAD28)_1__KU674895:93.129771","","Col(pHAD28)",93.13,100,"37","167","1","131"
"oGSv5BjAnBd2ofvw7ZBZEz","SAMEA6654232","NODE_33_length_12925_cov_5.198815","NODE_33_length_12925_cov_5.198815:5231..5458:IncFII(pKP91)_1__CP000966:94.385798","","IncFII(pKP91)",95.63,98.7,"5231","5458","3","230"
"oGSv5BjAnBd2ofvw7ZBZEz","SAMEA6654232","NODE_34_length_11411_cov_7.280941","NODE_34_length_11411_cov_7.280941:6301..6674:IncX3_1__JN247852:100.000000","","IncX3",100,100,"6301","6674","1","374"
"oGSv5BjAnBd2ofvw7ZBZEz","SAMEA6654232","NODE_39_length_8766_cov_9.467174","NODE_39_length_8766_cov_9.467174:2628..2856:ColKP3_1__JN205800:81.785714","","ColKP3",100,81.79,"2628","2856","1","229"
"oGSv5BjAnBd2ofvw7ZBZEz","SAMEA6654232","NODE_47_length_7037_cov_5.818968","NODE_47_length_7037_cov_5.818968:2436..2995:IncFIB(K)_1__JN233704:99.107143","","IncFIB(K)",99.11,100,"2436","2995","1","560"
"oGSv5BjAnBd2ofvw7ZBZEz","SAMEA6654232","NODE_48_length_6833_cov_5.576478","NODE_48_length_6833_cov_5.576478:94..622:IncQ1_1__M28829:66.457286","","IncQ1",100,66.46,"94","622","1","529"
"oGSv5BjAnBd2ofvw7ZBZEz","SAMEA6654232","NODE_68_length_3071_cov_5.120794","NODE_68_length_3071_cov_5.120794:1048..1486:IncFIB(pNDM-Mar)_1__JN420336:99.316629","","IncFIB(pNDM-Mar)",99.32,100,"1048","1486","1","439"
"cdbaGrHDemPtw1BgydfcvJ","SAMN36884876","NODE_28_length_40752_cov_61.655573","NODE_28_length_40752_cov_61.655573:1753..1900:IncFII(K)_1__CP000648:95.945946","","IncFII(K)",95.95,100,"1753","1900","1","148"
"cdbaGrHDemPtw1BgydfcvJ","SAMN36884876","NODE_40_length_15010_cov_65.716987","NODE_40_length_15010_cov_65.716987:12448..12835:IncFIA(HI1)_1__AF250878:96.907216","","IncFIA(HI1)",96.91,100,"12448","12835","1","388"
"cdbaGrHDemPtw1BgydfcvJ","SAMN36884876","NODE_42_length_11678_cov_49.599275","NODE_42_length_11678_cov_49.599275:4692..5251:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"4692","5251","1","560"
"6Yx8hEXhsdHNMdjcnHpdXj","SAMEA6155833","NODE_27_length_32234_cov_9.140159","NODE_27_length_32234_cov_9.140159:29592..29978:IncFIA(HI1)_1__AF250878:98.195876","","IncFIA(HI1)",98.45,99.74,"29592","29978","2","388"
"6Yx8hEXhsdHNMdjcnHpdXj","SAMEA6155833","NODE_32_length_17478_cov_6.125266","NODE_32_length_17478_cov_6.125266:12370..12929:IncFIB(K)(pCAV1099-114)_1__CP011596:99.464286","","IncFIB(K)(pCAV1099-114)",99.46,100,"12370","12929","1","560"
"6Yx8hEXhsdHNMdjcnHpdXj","SAMEA6155833","NODE_36_length_13985_cov_8.436411","NODE_36_length_13985_cov_8.436411:5501..5751:IncR_1__DQ449578:100.000000","","IncR",100,100,"5501","5751","1","251"
"6Yx8hEXhsdHNMdjcnHpdXj","SAMEA6155833","NODE_44_length_4951_cov_12.552350","NODE_44_length_4951_cov_12.552350:1724..1837:Col440I_1__CP023920:95.614035","","Col440I",95.61,100,"1724","1837","1","114"
"6Yx8hEXhsdHNMdjcnHpdXj","SAMEA6155833","NODE_54_length_2195_cov_41.898378","NODE_54_length_2195_cov_41.898378:1302..1417:Col(pHAD28)_1__KU674895:83.206107","","Col(pHAD28)",93.97,88.55,"1302","1417","1","116"
"hAbwaa2M11aDucG5dNcx6N","SAMEA6155807","NODE_11_length_110486_cov_9.280758","NODE_11_length_110486_cov_9.280758:913..1472:IncFIB(pKPHS1)_1__CP003223:98.571429","","IncFIB(pKPHS1)",98.57,100,"913","1472","1","560"
"hAbwaa2M11aDucG5dNcx6N","SAMEA6155807","NODE_15_length_80668_cov_11.731758","NODE_15_length_80668_cov_11.731758:57785..58035:IncR_1__DQ449578:99.601594","","IncR",99.6,100,"57785","58035","1","251"
"hAbwaa2M11aDucG5dNcx6N","SAMEA6155807","NODE_15_length_80668_cov_11.731758","NODE_15_length_80668_cov_11.731758:74556..74785:IncFII(pKP91)_1__CP000966:100.000000","","IncFII(pKP91)",100,100,"74556","74785","1","230"
"hAbwaa2M11aDucG5dNcx6N","SAMEA6155807","NODE_25_length_23310_cov_9.552540","NODE_25_length_23310_cov_9.552540:14176..14406:IncFII(pKP91)_1__CP000966:99.567100","","IncFII(pKP91)",99.57,100,"14176","14406","1","230"
"hAbwaa2M11aDucG5dNcx6N","SAMEA6155807","NODE_29_length_10895_cov_9.636347","NODE_29_length_10895_cov_9.636347:6161..6720:IncFIB(K)_1__JN233704:100.000000","","IncFIB(K)",100,100,"6161","6720","1","560"
"hAbwaa2M11aDucG5dNcx6N","SAMEA6155807","NODE_31_length_8093_cov_8.556042","NODE_31_length_8093_cov_8.556042:6007..6771:IncY_1__K02380:99.477124","","IncY",99.48,100,"6007","6771","1","765"
"hAbwaa2M11aDucG5dNcx6N","SAMEA6155807","NODE_35_length_4810_cov_25.588198","NODE_35_length_4810_cov_25.588198:3379..3509:Col(pHAD28)_1__KU674895:94.656489","","Col(pHAD28)",94.66,100,"3379","3509","1","131"
"ov8R6Jr2mE8UgaeeqheaFP","SAMEA115925716","NODE_35_length_50113_cov_12.398237","NODE_35_length_50113_cov_12.398237:36865..37303:IncFIB(pNDM-Mar)_1__JN420336:100.000000","","IncFIB(pNDM-Mar)",100,100,"36865","37303","1","439"
"ov8R6Jr2mE8UgaeeqheaFP","SAMEA115925716","NODE_36_length_50112_cov_10.578452","NODE_36_length_50112_cov_10.578452:9330..9557:IncFII(pKP91)_1__CP000966:94.816784","","IncFII(pKP91)",96.07,98.7,"9330","9557","3","230"
"ov8R6Jr2mE8UgaeeqheaFP","SAMEA115925716","NODE_60_length_13228_cov_19.531362","NODE_60_length_13228_cov_19.531362:9401..9651:IncR_1__DQ449578:99.601594","","IncR",99.6,100,"9401","9651","1","251"
"ov8R6Jr2mE8UgaeeqheaFP","SAMEA115925716","NODE_73_length_4780_cov_11.451860","NODE_73_length_4780_cov_11.451860:587..1209:repB(R1701)_1__CP039970:99.197432","","repB(R1701)",99.2,100,"587","1209","1","623"
"ov8R6Jr2mE8UgaeeqheaFP","SAMEA115925716","NODE_74_length_4588_cov_274.066253","NODE_74_length_4588_cov_274.066253:279..392:Col440I_1__CP023920:97.368421","","Col440I",97.37,100,"279","392","1","114"
"ov8R6Jr2mE8UgaeeqheaFP","SAMEA115925716","NODE_77_length_4015_cov_11.341371","NODE_77_length_4015_cov_11.341371:2650..3219:IncHI1B(pNDM-MAR)_1__JN420336:100.000000","","IncHI1B(pNDM-MAR)",100,100,"2650","3219","1","570"
"ov8R6Jr2mE8UgaeeqheaFP","SAMEA115925716","NODE_86_length_2570_cov_770.303006","NODE_86_length_2570_cov_770.303006:199..327:Col(pHAD28)_1__KU674895:94.656489","","Col(pHAD28)",96.12,98.47,"199","327","1","129"
"dgL11DroRQLtr1f55o8bTr","SAMN05960906","NODE_22_length_69990_cov_23.577857","NODE_22_length_69990_cov_23.577857:8911..9058:IncFII(K)_1__CP000648:97.297297","","IncFII(K)",97.3,100,"8911","9058","1","148"
"dgL11DroRQLtr1f55o8bTr","SAMN05960906","NODE_38_length_16841_cov_25.026879","NODE_38_length_16841_cov_25.026879:4125..4684:IncFIB(K)_1__JN233704:100.000000","","IncFIB(K)",100,100,"4125","4684","1","560"
"dgL11DroRQLtr1f55o8bTr","SAMN05960906","NODE_48_length_6299_cov_235.200806","NODE_48_length_6299_cov_235.200806:914..1044:Col(pHAD28)_1__KU674895:92.366412","","Col(pHAD28)",92.37,100,"914","1044","1","131"
"dgL11DroRQLtr1f55o8bTr","SAMN05960906","NODE_54_length_4363_cov_293.175422","NODE_54_length_4363_cov_293.175422:1724..1854:Col(pHAD28)_1__KU674895:92.366412","","Col(pHAD28)",92.37,100,"1724","1854","1","131"
"kVaSn9PWDtVoXozYzBTQFk","SAMEA111504609","NODE_22_length_74129_cov_8.632419","NODE_22_length_74129_cov_8.632419:65021..65580:IncFIB(pKPHS1)_1__CP003223:95.535714","","IncFIB(pKPHS1)",95.54,100,"65021","65580","1","560"
"kVaSn9PWDtVoXozYzBTQFk","SAMEA111504609","NODE_26_length_42390_cov_16.906008","NODE_26_length_42390_cov_16.906008:19998..20557:IncFIB(K)(pCAV1099-114)_1__CP011596:99.642857","","IncFIB(K)(pCAV1099-114)",99.64,100,"19998","20557","1","560"
"kVaSn9PWDtVoXozYzBTQFk","SAMEA111504609","NODE_26_length_42390_cov_16.906008","NODE_26_length_42390_cov_16.906008:4394..4831:RepB_1_pC39_CP061702.1:99.543379","","RepB",99.54,100,"4394","4831","1","438"
"kVaSn9PWDtVoXozYzBTQFk","SAMEA111504609","NODE_29_length_38132_cov_6.488786","NODE_29_length_38132_cov_6.488786:30897..31636:IncFIB(pQil)_1__JN233705:100.000000","","IncFIB(pQil)",100,100,"30897","31636","1","740"
"kVaSn9PWDtVoXozYzBTQFk","SAMEA111504609","NODE_38_length_17670_cov_19.747880","NODE_38_length_17670_cov_19.747880:15142..15584:repFIB_pC39_CP061701:97.742664","","repFIB",97.74,100,"15142","15584","1","443"
"kVaSn9PWDtVoXozYzBTQFk","SAMEA111504609","NODE_44_length_8834_cov_6.331998","NODE_44_length_8834_cov_6.331998:3494..3744:IncR_1__DQ449578:100.000000","","IncR",100,100,"3494","3744","1","251"
"kVaSn9PWDtVoXozYzBTQFk","SAMEA111504609","NODE_57_length_4266_cov_481.824334","NODE_57_length_4266_cov_481.824334:1403..1533:Col(pHAD28)_1__KU674895:92.366412","","Col(pHAD28)",92.37,100,"1403","1533","1","131"
"rSffqw8uKXHjTgvArFBgq7","SAMEA6155858","NODE_23_length_43799_cov_6.584096","NODE_23_length_43799_cov_6.584096:1753..1900:IncFII(K)_1__CP000648:95.945946","","IncFII(K)",95.95,100,"1753","1900","1","148"
"rSffqw8uKXHjTgvArFBgq7","SAMEA6155858","NODE_29_length_25343_cov_6.038029","NODE_29_length_25343_cov_6.038029:4126..4685:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"4126","4685","1","560"
"rSffqw8uKXHjTgvArFBgq7","SAMEA6155858","NODE_39_length_4266_cov_111.214783","NODE_39_length_4266_cov_111.214783:1042..1172:Col(pHAD28)_1__KU674895:92.366412","","Col(pHAD28)",92.37,100,"1042","1172","1","131"
"miwMhf78aTEavL2snrWv8o","SAMEA6155789","NODE_19_length_55513_cov_13.882106","NODE_19_length_55513_cov_13.882106:35613..35863:IncR_1__DQ449578:99.601594","","IncR",99.6,100,"35613","35863","1","251"
"miwMhf78aTEavL2snrWv8o","SAMEA6155789","NODE_19_length_55513_cov_13.882106","NODE_19_length_55513_cov_13.882106:44577..44707:Col(pHAD28)_1__KU674895:93.129771","","Col(pHAD28)",93.13,100,"44577","44707","1","131"
"miwMhf78aTEavL2snrWv8o","SAMEA6155789","NODE_20_length_40431_cov_10.305961","NODE_20_length_40431_cov_10.305961:36199..36758:IncFIB(K)_1__JN233704:98.750000","","IncFIB(K)",98.75,100,"36199","36758","1","560"
"miwMhf78aTEavL2snrWv8o","SAMEA6155789","NODE_23_length_33294_cov_10.164995","NODE_23_length_33294_cov_10.164995:31115..31344:IncFII(pKP91)_1__CP000966:100.000000","","IncFII(pKP91)",100,100,"31115","31344","1","230"
"miwMhf78aTEavL2snrWv8o","SAMEA6155789","NODE_36_length_2610_cov_69.547591","NODE_36_length_2610_cov_69.547591:1653..1762:Col440I_1__CP023920:88.596491","","Col440I",91.82,96.49,"1653","1762","1","110"
"jVsruuu8Mj75YfkzqpdtsP","SAMEA5753327","NODE_21_length_83235_cov_25.401318","NODE_21_length_83235_cov_25.401318:8288..8517:IncFII(pKP91)_1__CP000966:100.000000","","IncFII(pKP91)",100,100,"8288","8517","1","230"
"jVsruuu8Mj75YfkzqpdtsP","SAMEA5753327","NODE_29_length_36556_cov_24.329155","NODE_29_length_36556_cov_24.329155:4642..4892:IncR_1__DQ449578:99.203187","","IncR",99.2,100,"4642","4892","1","251"
"jVsruuu8Mj75YfkzqpdtsP","SAMEA5753327","NODE_31_length_34142_cov_12.180918","NODE_31_length_34142_cov_12.180918:5187..5798:pKPC-CAV1193_1__CP013325:94.934641","","pKPC-CAV1193",94.93,100,"5187","5798","1","612"
"jVsruuu8Mj75YfkzqpdtsP","SAMEA5753327","NODE_47_length_11333_cov_24.023589","NODE_47_length_11333_cov_24.023589:7500..8059:IncFIB(K)(pCAV1099-114)_1__CP011596:99.464286","","IncFIB(K)(pCAV1099-114)",99.46,100,"7500","8059","1","560"
"jVsruuu8Mj75YfkzqpdtsP","SAMEA5753327","NODE_51_length_9365_cov_22.950680","NODE_51_length_9365_cov_22.950680:9126..9239:Col440I_1__CP023920:96.491228","","Col440I",96.49,100,"9126","9239","1","114"
"jVsruuu8Mj75YfkzqpdtsP","SAMEA5753327","NODE_67_length_3559_cov_19.691908","NODE_67_length_3559_cov_19.691908:1714..2156:repFIB_pC39_CP061701:97.968397","","repFIB",97.97,100,"1714","2156","1","443"
"jVsruuu8Mj75YfkzqpdtsP","SAMEA5753327","NODE_68_length_3254_cov_29.953724","NODE_68_length_3254_cov_29.953724:2763..2876:Col440I_1__CP023920:95.614035","","Col440I",95.61,100,"2763","2876","1","114"
"jVsruuu8Mj75YfkzqpdtsP","SAMEA5753327","NODE_74_length_2594_cov_29.748297","NODE_74_length_2594_cov_29.748297:2393..2521:Col(pHAD28)_1__KU674895:94.656489","","Col(pHAD28)",96.12,98.47,"2393","2521","1","129"
"jVsruuu8Mj75YfkzqpdtsP","SAMEA5753327","NODE_85_length_1522_cov_21.936051","NODE_85_length_1522_cov_21.936051:932..1369:RepB_1_pC39_CP061702.1:99.543379","","RepB",99.54,100,"932","1369","1","438"
"fh4M2ynawwkpe9bESyogqC","SAMEA5753786","NODE_33_length_3799_cov_28.363243","NODE_33_length_3799_cov_28.363243:3412..3529:Col(pHAD28)_1__KU674895:84.732824","","Col(pHAD28)",94.07,90.08,"3412","3529","1","118"
"bV4RhJMeAGN5HN3w7U73N2","SAMEA8515127","NODE_26_length_73010_cov_17.134383","NODE_26_length_73010_cov_17.134383:6473..6767:IncFIA(pBK30683)_1__KF954760:99.661017","","IncFIA(pBK30683)",99.66,100,"6473","6767","1","295"
"bV4RhJMeAGN5HN3w7U73N2","SAMEA8515127","NODE_63_length_9610_cov_24.498791","NODE_63_length_9610_cov_24.498791:2311..2870:IncFIB(K)_1__JN233704:99.107143","","IncFIB(K)",99.11,100,"2311","2870","1","560"
"vtgvqBT53v8fF46ctdA8wB","SAMEA6155877","NODE_12_length_56343_cov_33.757236","NODE_12_length_56343_cov_33.757236:28869..29119:IncR_1__DQ449578:100.000000","","IncR",100,100,"28869","29119","1","251"
"vtgvqBT53v8fF46ctdA8wB","SAMEA6155877","NODE_12_length_56343_cov_33.757236","NODE_12_length_56343_cov_33.757236:4287..4400:Col440I_1__CP023920:94.736842","","Col440I",94.74,100,"4287","4400","1","114"
"vtgvqBT53v8fF46ctdA8wB","SAMEA6155877","NODE_15_length_17886_cov_27.514140","NODE_15_length_17886_cov_27.514140:2257..2643:IncFIA(HI1)_1__AF250878:98.195876","","IncFIA(HI1)",98.45,99.74,"2257","2643","2","388"
"umyMDwpZFUJdhx8vnF28oZ","SAMEA6155773","NODE_21_length_12744_cov_9.470384","NODE_21_length_12744_cov_9.470384:7628..7878:IncR_1__DQ449578:100.000000","","IncR",100,100,"7628","7878","1","251"
"umyMDwpZFUJdhx8vnF28oZ","SAMEA6155773","NODE_22_length_11192_cov_6.105292","NODE_22_length_11192_cov_6.105292:6134..6693:IncFIB(K)_1__JN233704:98.750000","","IncFIB(K)",98.75,100,"6134","6693","1","560"
"umyMDwpZFUJdhx8vnF28oZ","SAMEA6155773","NODE_27_length_5501_cov_4.942058","NODE_27_length_5501_cov_4.942058:2245..2472:IncFII(pKP91)_1__CP000966:94.816784","","IncFII(pKP91)",96.07,98.7,"2245","2472","3","230"
"pchsxW6orFh8S3vDcUZoVx","SAMEA5753803","NODE_25_length_52292_cov_15.041538","NODE_25_length_52292_cov_15.041538:7016..7243:IncFII(pKP91)_1__CP000966:94.816784","","IncFII(pKP91)",96.07,98.7,"7016","7243","3","230"
"pchsxW6orFh8S3vDcUZoVx","SAMEA5753803","NODE_26_length_48352_cov_12.869148","NODE_26_length_48352_cov_12.869148:41351..41645:IncFIA(pBK30683)_1__KF954760:96.949153","","IncFIA(pBK30683)",96.95,100,"41351","41645","1","295"
"pchsxW6orFh8S3vDcUZoVx","SAMEA5753803","NODE_28_length_38720_cov_18.243391","NODE_28_length_38720_cov_18.243391:32654..33213:IncFIB(K)(pCAV1099-114)_1__CP011596:99.821429","","IncFIB(K)(pCAV1099-114)",99.82,100,"32654","33213","1","560"
"pchsxW6orFh8S3vDcUZoVx","SAMEA5753803","NODE_38_length_19649_cov_14.507826","NODE_38_length_19649_cov_14.507826:9295..9405:Col440I_1__CP023920:93.859649","","Col440I",96.4,97.37,"9295","9405","1","111"
"pchsxW6orFh8S3vDcUZoVx","SAMEA5753803","NODE_51_length_10433_cov_16.010161","NODE_51_length_10433_cov_16.010161:7080..7517:RepB_1_pC39_CP061702.1:99.543379","","RepB",99.54,100,"7080","7517","1","438"
"pchsxW6orFh8S3vDcUZoVx","SAMEA5753803","NODE_58_length_4457_cov_51.164066","NODE_58_length_4457_cov_51.164066:232..345:Col440I_1__CP023920:95.614035","","Col440I",95.61,100,"232","345","1","114"
"aipP1e8eQesusYkxTMLP3u","SAMEA6155929","NODE_16_length_90331_cov_21.094046","NODE_16_length_90331_cov_21.094046:63841..64091:IncR_1__DQ449578:99.203187","","IncR",99.2,100,"63841","64091","1","251"
"aipP1e8eQesusYkxTMLP3u","SAMEA6155929","NODE_16_length_90331_cov_21.094046","NODE_16_length_90331_cov_21.094046:40292..40519:IncFII(pKP91)_1__CP000966:94.816784","","IncFII(pKP91)",96.07,98.7,"40292","40519","3","230"
"aipP1e8eQesusYkxTMLP3u","SAMEA6155929","NODE_20_length_38584_cov_22.245290","NODE_20_length_38584_cov_22.245290:29703..30363:IncL_1__JN626286:100.000000","","IncL",100,100,"29703","30363","1","661"
"aipP1e8eQesusYkxTMLP3u","SAMEA6155929","NODE_24_length_26439_cov_13.558998","NODE_24_length_26439_cov_13.558998:6177..6614:RepB_1_pC39_CP061702.1:100.000000","","RepB",100,100,"6177","6614","1","438"
"aipP1e8eQesusYkxTMLP3u","SAMEA6155929","NODE_28_length_10995_cov_13.954020","NODE_28_length_10995_cov_13.954020:5136..5695:IncFIB(K)(pCAV1099-114)_1__CP011596:100.000000","","IncFIB(K)(pCAV1099-114)",100,100,"5136","5695","1","560"
"aipP1e8eQesusYkxTMLP3u","SAMEA6155929","NODE_33_length_4679_cov_42.744978","NODE_33_length_4679_cov_42.744978:1965..2078:Col440I_1__CP023920:95.614035","","Col440I",95.61,100,"1965","2078","1","114"
"cLnu3gj3nHHhWDddjKVqpA","SAMEA6155847","NODE_24_length_43799_cov_15.193753","NODE_24_length_43799_cov_15.193753:41900..42047:IncFII(K)_1__CP000648:95.945946","","IncFII(K)",95.95,100,"41900","42047","1","148"
"cLnu3gj3nHHhWDddjKVqpA","SAMEA6155847","NODE_28_length_34064_cov_16.309260","NODE_28_length_34064_cov_16.309260:20874..21433:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"20874","21433","1","560"
"cLnu3gj3nHHhWDddjKVqpA","SAMEA6155847","NODE_37_length_4266_cov_94.834173","NODE_37_length_4266_cov_94.834173:237..367:Col(pHAD28)_1__KU674895:92.366412","","Col(pHAD28)",92.37,100,"237","367","1","131"
"92wiTibEdTeNBpqY17uE8E","SAMEA6422771","NODE_29_length_9002_cov_5.295968","NODE_29_length_9002_cov_5.295968:4176..4735:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"4176","4735","1","560"
"92wiTibEdTeNBpqY17uE8E","SAMEA6422771","NODE_31_length_5224_cov_29.152585","NODE_31_length_5224_cov_29.152585:4566..4681:Col(pHAD28)_1__KU674895:83.969466","","Col(pHAD28)",94.83,88.55,"4566","4681","1","116"
"92wiTibEdTeNBpqY17uE8E","SAMEA6422771","NODE_32_length_4573_cov_23.265087","NODE_32_length_4573_cov_23.265087:2282..2412:Col(pHAD28)_1__KU674895:93.129771","","Col(pHAD28)",93.13,100,"2282","2412","1","131"
"dAkZRDf8BnMSmHg38GM8rm","SAMN05960921","NODE_14_length_111307_cov_26.036445","NODE_14_length_111307_cov_26.036445:913..1472:IncFIB(pKPHS1)_1__CP003223:98.750000","","IncFIB(pKPHS1)",98.75,100,"913","1472","1","560"
"dAkZRDf8BnMSmHg38GM8rm","SAMN05960921","NODE_19_length_77051_cov_29.261878","NODE_19_length_77051_cov_29.261878:55834..56393:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"55834","56393","1","560"
"dAkZRDf8BnMSmHg38GM8rm","SAMN05960921","NODE_23_length_43779_cov_27.482647","NODE_23_length_43779_cov_27.482647:41943..42090:IncFII(K)_1__CP000648:95.945946","","IncFII(K)",95.95,100,"41943","42090","1","148"
"dAkZRDf8BnMSmHg38GM8rm","SAMN05960921","NODE_27_length_25171_cov_45.511327","NODE_27_length_25171_cov_45.511327:8222..8882:IncL_1__JN626286:100.000000","","IncL",100,100,"8222","8882","1","661"
