genome_id,genome_name,country,qc_status,species_prediction,contig_count,genome_length,n50,st,resistance_score,resistance_gene_count,bla_acquired,bla_esbl_acquired,bla_carb_acquired,virulence_score,k_type,o_type,plasmid_replicons
mZQaeb3FczXTW5Z5S3MwVo,SAMEA7472409,Nigeria,Passed,Klebsiella pneumoniae,57,5186998,304964,ST592,0,,-,-,-,3,K57,O3γ,Col(pHAD28);IncHI1B(pNDM-MAR);repB
7hnX9PJywogzyRrzeEeVfk,SAMN05960873,Nigeria,Passed,Klebsiella pneumoniae,61,5586255,285266,ST873,1,,LAP-2,CTX-M-14,-,0,K38,O3γ,IncFIB(K);IncFII(pKP91);repB(R1701)
ppPWXTxt911sQikKZ64yQ2,SAMEA111505118,Nigeria,Passed,Klebsiella pneumoniae,84,5512475,207741,ST5469,1,,-,CTX-M-15,-,0,unknown (KL180),"O1αβ,2β",IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);repFIB
4rJRoHYr5NR82wGsPzD5vn,SAMEA6155876,Nigeria,Passed,Klebsiella pneumoniae,152,5687042,182034,ST502,1,,SCO-1;OXA-1,CTX-M-15,-,0,K15,O4,Col(pHAD28);Col440I;IncFIB(K)(pCAV1099-114);IncFIB(pNDM-Mar);IncFII(pBK30683);IncHI1B(pNDM-MAR);IncR;RepB
4Rve9vkKjgmV9RdsLuAftK,SAMN31892430,Ghana,Passed,Klebsiella pneumoniae,80,5281734,172346,ST65,0,,-,-,-,3,K2,"O1αβ,2α",IncHI1B(pNDM-MAR);repB
k6jL9xWt1Di2np5pYwysKb,SAMEA6635864,Nigeria,Passed,Klebsiella pneumoniae,94,5763365,252436,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114);IncR
azNWjydAsZsWq5oBkJZpsG,SAMEA7472511,Nigeria,Passed,Klebsiella pneumoniae,117,5824339,150479,ST348,1,,SCO-1;OXA-1,CTX-M-15,-,1,K62,"O1αβ,2α",IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR)
bdwVoBzdHnEN9SvqNbikxT,SAMN05960957,Nigeria,Passed,Klebsiella pneumoniae,65,5462152,239205,ST716,1,,OXA-1,CTX-M-15,-,1,unknown (KL110),O2α,Col(pHAD28);Col440I;Col440II;IncFIB(K);IncFII(K)
8iTG3rswnZSXfdyUnnin2P,SAMEA6155792,Nigeria,Passed,Klebsiella pneumoniae,72,5532180,321945,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,0,K2,"O1αβ,2β",Col440I;IncFIB(K)(pCAV1099-114)
fs5SV1mCiSjT1fyFMjF6VZ,SAMEA6654216,Ghana,Passed,Klebsiella pneumoniae,79,5613150,344484,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114)
cGYL9WzsyTTm9hRXfqGYGn,SAMEA7472380,Nigeria,Passed,Klebsiella pneumoniae,164,5143853,61623,ST4408,0,,-,-,-,0,K46,O3γ,IncFIB(K);IncFIB(pKPHS1)
iU6qbLVcAJ8i2C414QCBri,SAMEA7472477,Nigeria,Passed,Klebsiella pneumoniae,55,5511400,319804,ST40,0,,-,-,-,0,unknown (KL155),O13,Col(pHAD28);Col440I;IncFIB(K);IncFII(K);IncQ1
pbnK26AZXgQgjnJLjZv9wx,SAMEA6155779,Nigeria,Passed,Klebsiella pneumoniae,19,5122439,734765,ST5241,0,,-,-,-,0,unknown (KL123),O5,Col440I;IncFIA(HI1);IncR
mU9yEWqCpyz52t5ggREiez,SAMN05960966,Nigeria,Passed,Klebsiella pneumoniae,79,5556965,227618,ST17,1,,-,CTX-M-15;SHV-12^,-,1,K25,O5,Col(pHAD28);IncFIA(HI1);IncFIB(K);IncFII(K);IncR;repB(R1701)
85vFfmMxAWjqo18pNuvhoz,SAMEA4785013,Nigeria,Passed,Klebsiella pneumoniae,105,5494548,196862,ST395,2,,OXA-1,CTX-M-15,NDM-1,0,unknown (KL108),"O1αβ,2β",Col(pHAD28);IncFIB(pQil);IncFII(K);IncR
8LLpFVCdS1PrSrLbyHVaST,SAMN41988735,Ghana,Passed,Klebsiella pneumoniae,52,5455565,397739,ST86,0,,-,-,-,3,K2,"O1αβ,2α",IncFIA(HI1);IncHI1B(pNDM-MAR);IncR;repB
43FEb4GXdhp3cEAaSbWjBv,SAMEA7472411,Nigeria,Passed,Klebsiella pneumoniae,49,5190825,304965,ST592,0,,-,-,-,3,K57,O3γ,Col(pHAD28);IncHI1B(pNDM-MAR);repB
uUpNEneKmgYQtETf9ghiUv,SAMEA7472462,Nigeria,Passed,Klebsiella pneumoniae,78,5549348,208082,ST39,1,,-,CTX-M-15,-,1,K2,"O1αβ,2α",Col(pHAD28);IncFIB(K);IncFII(K)
c9h9kcdQiPzKhFFe3UtP9v,SAMEA6155838,Nigeria,Passed,Klebsiella pneumoniae,43,5410733,451954,ST5243,0,,-,-,-,0,K12,"O1αβ,2α",IncFIB(K);IncFII(pKP91);IncR
jKvEssiC3yAVNGhJtayyUD,SAMEA6654220,Ghana,Passed,Klebsiella pneumoniae,89,5669714,265288,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(pNDM-Mar);IncFII(K);IncQ1;IncX3;repB(R1701)
v14mp2i8gwWnMRM21sjxpA,SAMEA6155854,Nigeria,Passed,Klebsiella pneumoniae,44,5425161,369270,ST17,0,,-,-,-,0,K62,O2β,Col(pHAD28);Col440I;IncFIB(K);IncFII(pKP91);IncR
m2GtyCCQgQRVk91EqqtwyE,SAMEA4785007,Nigeria,Passed,Klebsiella pneumoniae,99,5599755,176645,ST340,2,,-,CTX-M-15;SHV-12,NDM-1,0,K15,O4,Col440I;IncFIA(HI1);IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR);IncR;repB(R1701)
hoocsxPfXfnsg2XLutMNAK,SAMEA7472365,Nigeria,Passed,Klebsiella pneumoniae,125,5807373,205214,ST4410,2,,OXA-1,CTX-M-15,NDM-1,1,unknown (KL116),"O1αβ,2α",Col(pHAD28);IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR);IncR
9z1oeZUBBJAF8C3UyBvx4E,SAMEA12311723,Ghana,Passed,Klebsiella pneumoniae,164,5495723,145725,ST152,2,,OXA-1,CTX-M-15^,NDM-1;OXA-48,0,unknown (KL149),O4,Col(pHAD28);ColRNAI;IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR);repB(R1701)
mjYYGyn7pj1GTEgBMVbm57,SAMEA6155872,Nigeria,Passed,Klebsiella pneumoniae,83,6021322,203585,ST15,1,,OXA-1,CTX-M-15,-,1,K24,"O1αβ,2α",IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR)
2mJG6aY8YTfLy2ghLcMvcU,SAMEA7472355,Nigeria,Passed,Klebsiella pneumoniae,55,5649976,280609,ST45,1,,-,CTX-M-15,-,1,K52,O13,Col440I;IncFIB(K);IncFII(K);IncQ1
gnwExAtn8aB3Sh7bHjWrkW,SAMEA6422780,Nigeria,Passed,Klebsiella pneumoniae,68,5394123,288645,ST1119,1,,-,CTX-M-15,-,0,unknown (KL110),O3γ,IncFIB(K)(pCAV1099-114);repFIB
pkNR3coqAs41UDm1TjHtVx,SAMEA6155869,Nigeria,Passed,Klebsiella pneumoniae,44,5517161,381477,ST342,1,,TEM-103*,CTX-M-15,-,1,K30,"O1αβ,2β",IncFIB(K);IncFII(K)
wGwgZmQ8x9oZcrAjjxfoDy,SAMEA6654224,Ghana,Passed,Klebsiella pneumoniae,47,5753654,1077390,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
pcrXU5kynsB1PCESpWGNH4,SAMN31892426,Ghana,Passed,Klebsiella pneumoniae,65,5608328,347188,ST25,0,,-,-,-,3,K2,"O1αβ,2β",IncFIA(pBK30683)
bjsEga6MiZDiitdb3bdRiH,SAMN05960938,Nigeria,Passed,Klebsiella pneumoniae,43,5477500,552915,ST429,1,,OXA-1,CTX-M-15,-,0,K27,O4,IncFIB(K);IncFII(K)
phs67xfBWNQemLZ4RhzKqc,SAMEA6155814,Nigeria,Passed,Klebsiella pneumoniae,90,5766692,321196,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114);IncR
wLmNuoXQx7aJEsUNtVkqeQ,SAMEA6422736,Nigeria,Passed,Klebsiella pneumoniae,116,5780757,344543,ST70,1,,OXA-1,CTX-M-15,-,0,unknown (KL122),"O1αβ,2β",Col(pHAD28);Col440I;IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFIB(pQil);IncFII(pBK30683);IncFII(pKP91);IncHI1B(pNDM-MAR);IncR;repFIB
3DKNa7b6peEvLjs1NJ8Yg9,SAMN05960963,Nigeria,Passed,Klebsiella pneumoniae,80,5518715,357395,ST45,1,,-,CTX-M-15,-,0,K20,O3αβ,Col440I;IncFIA(pBK30683);IncFIB(K);IncFII(K)
9FMy9xUJMnFcAwdgXVsANU,SAMN05960962,Nigeria,Passed,Klebsiella pneumoniae,34,5170668,401133,ST3688,0,,-,-,-,0,K28,O2α,
ckAG3EVebxB4xi7aNYvhEA,SAMEA6155859,Nigeria,Passed,Klebsiella pneumoniae,20,5186335,582840,ST3071,0,,-,-,-,0,K31,O3γ,
83GFGNxEQ55fVsFYZGs5gK,SAMEA6155862,Nigeria,Passed,Klebsiella pneumoniae,85,5636272,323746,ST185,0,,-,-,-,0,unknown (KL130),"O1αβ,2β",IncFIB(K);IncFII(K);IncR;repB(R1701)
tfFNVKNbmL8cWoRQhNWp59,SAMEA6422735,Nigeria,Passed,Klebsiella pneumoniae,39,5468880,361062,ST5240,1,,-,CTX-M-15,-,1,unknown (KL102),O2β,Col(pHAD28);IncFIB(K);IncFII(K)
vJYckjzrYprKU3MEzNj7Fp,SAMEA111503612,Benin,Passed,Klebsiella pneumoniae,69,5548925,299316,ST48,1,,-,CTX-M-15,-,1,unknown (KL124),"O1αβ,2α",Col(pHAD28);ColRNAI;IncFIB(K);IncFII(K)
gHwCs7jfA2m26zJTwoQDE1,SAMN05960902,Nigeria,Passed,Klebsiella pneumoniae,47,5239663,292307,ST3612,0,,-,-,-,0,unknown (KL151),O3γ,
6GDQioRLuUjGgXBvzJ15SN,SAMEA6155875,Nigeria,Passed,Klebsiella pneumoniae,55,5580341,430255,ST307,1,,-,CTX-M-15,-,0,unknown (KL102),O2β,IncFIA(HI1);IncFIB(K);IncFII(K);IncR
5eG887v1RUpSkjdGw8sGgS,SAMN36884883,Ghana,Passed,Klebsiella pneumoniae,75,5413527,307827,ST152,1,,OXA-1,CTX-M-15,-,1,unknown (KL149),O4,Col(pHAD28);ColRNAI;IncFIB(K);IncFII(K);repB(R1701)
fvPMyr5PwYZ9hLw15vxCDJ,SAMEA111504604,Ghana,Passed,Klebsiella pneumoniae,83,5637811,223409,ST35,0,,-,-,-,0,K21,"O1αβ,2α",IncFIA(HI1);IncFII(pCTU2);IncR;pESA2;repB(R1701)
jKtntykrHw7dbtizkJY58n,SAMEA6155883,Nigeria,Passed,Klebsiella pneumoniae,21,5121823,416908,ST5241,0,,-,-,-,0,unknown (KL123),O5,Col440I;IncFIA(HI1);IncR
2zPTZkh76qfbRoz5iw4sY1,SAMEA111505128,Nigeria,Passed,Klebsiella pneumoniae,168,5467915,96373,ST252,0,,-,-,-,0,Capsule null,"O1αβ,2α",Col(pHAD28);Col440I;IncFIB(K)(pCAV1099-114);IncR
qXXvn6JkA1n3XnLWZL5pXq,SAMEA6654219,Ghana,Passed,Klebsiella pneumoniae,77,5610745,374724,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114)
8Xgc52vtKZVkfHJUruR9Y2,SAMEA111504615,Ghana,Passed,Klebsiella pneumoniae,65,5468678,179955,ST25,0,,-,-,-,3,K2,"O1αβ,2β",IncHI1B(pNDM-MAR);repB
8ZSgD6stSFnVwrq7ktKyXW,SAMEA6422777,Nigeria,Passed,Klebsiella pneumoniae,71,5554255,307016,ST967,1,,-,CTX-M-15,-,0,K18,"O1αβ,2β",IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);IncR
r4AoMQg5rneJcvC4fvfkPH,SAMN45807625,Nigeria,Passed,Klebsiella pneumoniae,63,5578628,333905,ST39,1,,SCO-1,CTX-M-15,-,1,K2,"O1αβ,2α",Col(pHAD28);Col440I;IncFIB(K)(pCAV1099-114);repFIB
kgF7ju1JDHCHz9o4VMNQ91,SAMN05960882,Nigeria,Passed,Klebsiella pneumoniae,102,5627094,152542,ST25,1,,-,CTX-M-15,-,0,K2,"O1αβ,2β",Col(pHAD28);IncFIA(HI1);IncFIB(K);IncFII(K);IncR;repB(R1701)
7p9Cky8RYKxpUFo3fVUd3B,SAMEA4785009,Nigeria,Passed,Klebsiella pneumoniae,96,5495191,198738,ST395,2,,OXA-1,CTX-M-15,NDM-1,0,unknown (KL108),"O1αβ,2β",Col(pHAD28);IncFIB(pQil);IncFII(K);IncR
p6tXQwFHWQ5v1iYXYbG3Nk,SAMEA7472390,Nigeria,Passed,Klebsiella pneumoniae,102,5247011,167810,ST1035,0,,-,-,-,0,K57,"O1αβ,2β",Col440I;IncFIB(K);IncFII(pKP91)
94KiySvHMunwJLkimJxpF9,SAMEA6155798,Nigeria,Passed,Klebsiella pneumoniae,54,5455818,463088,ST4,1,,OXA-1,CTX-M-15,-,0,K62,"O1αβ,2α",IncFIB(K);IncFII(K);IncR
sxBhCqe6JfCuhqcVxJ64TP,SAMN05960937,Nigeria,Passed,Klebsiella pneumoniae,44,5478722,399410,ST429,1,,OXA-1,CTX-M-15,-,0,K27,O4,IncFIB(K);IncFII(K)
tnaMM8Jew5zJav2r6TgpGL,SAMN36884886,Ghana,Passed,Klebsiella pneumoniae,56,5456114,456557,ST280,1,,OXA-1,CTX-M-15,-,0,K23,O2β,IncFIB(K);IncFII(K)
jmUDKLwZX2hKEkNjdsmyB4,SAMEA6155909,Nigeria,Passed,Klebsiella pneumoniae,60,5407948,257140,ST242,1,,OXA-1^,CTX-M-15,-,0,unknown (KL183),O13,Col(pHAD28);IncFIA(HI1);IncFII(K);IncR;repB(R1701)
eHV5akLFSxPCw6DHExHqfW,SAMEA7472489,Nigeria,Passed,Klebsiella pneumoniae,119,5638066,164776,ST464,2,,-,CTX-M-15^,NDM-7,1,K53,"O1αβ,2α",Col440I;ColpVC;IncFIB(K)(pCAV1099-114);IncFIB(pQil);IncFII(K);IncHI1B(pNDM-MAR);IncX3
7LgrgfhCCcAtm1zUX8QJRr,SAMEA6422746,Nigeria,Passed,Klebsiella pneumoniae,43,5549833,377105,ST147,2,,OXA-9.v1,CTX-M-15,NDM-1,1,K64,O2α,Col(pHAD28);IncFIB(pKPHS1);IncFIB(pQil);IncR
8jXG7iH86drY6gQMgCinc4,SAMEA6155928,Nigeria,Passed,Klebsiella pneumoniae,74,6026939,218199,ST15,1,,OXA-1,CTX-M-15,-,1,K24,"O1αβ,2α",IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR)
9LVQVQ8TSA1bP3abTZgCxt,SAMEA6155891,Nigeria,Passed,Klebsiella pneumoniae,94,5654270,284840,ST5244,1,,OXA-1*,CTX-M-15,-,1,unknown (KL112),"O1αβ,2α",IncFIB(K);IncFII(pKP91);IncR
35HdoqhevFZ7ogKPvWK6MG,SAMEA6654244,Ghana,Passed,Klebsiella pneumoniae,50,5583218,427548,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(pNDM-Mar);IncQ1;IncX3
nfWUVQ7io1bTNgXQArzTgB,SAMEA6422783,Nigeria,Passed,Klebsiella pneumoniae,84,5694534,314467,ST101,0,,OXA-1,-,-,1,K17,"O1αβ,2α",Col(pHAD28);Col440I;Col440II;ColRNAI;IncFIB(K);IncFII(pKP91);IncM2
r8kPKmfLUtjTQHXvob6CDa,SAMEA8515138,Nigeria,Passed,Klebsiella pneumoniae,155,5695484,226921,ST20,2,,-,CTX-M-15,NDM-1,0,K28,"O1αβ,2β",Col(pHAD28);IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFIB(pNDM-Mar);IncFII(pBK30683);IncHI1B(pNDM-MAR);repFIB
x18NQidq7sicRzihob2BFF,SAMN05960899,Nigeria,Passed,Klebsiella pneumoniae,73,5581806,208060,ST25,1,,-,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);Col440II;IncFIB(K);IncFII(K);IncN
ahpcz4JJbo98b5GoYf9pUj,SAMEA6155793,Nigeria,Passed,Klebsiella pneumoniae,27,5328273,361069,ST5246,0,,OXA-926*,-,-,0,K31,O3γ,IncFIB(K);IncFII(K)
ey8XCQmUMpjkqHe1wfrKMu,SAMN36884887,Ghana,Passed,Klebsiella pneumoniae,114,5667247,214703,ST147,1,,OXA-1,CTX-M-15,-,0,K10,O3αβ,Col(pHAD28);Col440I;IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFII;IncHI1B(pNDM-MAR);IncR;repFIB
gHRiH5GELXDMrX85tVKZ28,SAMEA111504602,Ghana,Passed,Klebsiella pneumoniae,89,5662574,330944,ST14,1,,OXA-1,CTX-M-15,-,1,K2,"O1αβ,2α",Col(pHAD28);IncFIA(HI1);IncFIB(K);IncFII(pKP91)
qCbmDssgHLcBae438R5Dyc,SAMEA4785016,Nigeria,Passed,Klebsiella pneumoniae,100,5494881,185840,ST395,2,,OXA-1,CTX-M-15,NDM-1,0,unknown (KL108),"O1αβ,2β",Col(pHAD28);Col440I;IncFIB(pQil);IncFII(K);IncR
iFAMgQEQ9r63a5vi8Ebd8V,SAMN05960916,Nigeria,Passed,Klebsiella pneumoniae,42,5449573,474466,ST48,1,,-,CTX-M-15,-,1,K62,"O1αβ,2α",Col(pHAD28);IncFIB(K);IncFII(K)
jTiRmR53by543rfq4UbbmC,SAMEA6654210,Ghana,Passed,Klebsiella pneumoniae,78,5597516,243192,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);Col440I;IncFIB(K)(pCAV1099-114)
mXmvUBJsJ3NCEFC9wtxG9K,SAMEA111505137,Nigeria,Passed,Klebsiella pneumoniae,48,5220165,250675,ST45,0,,-,-,-,1,K62,O2α,IncFII(K);IncR
okt9qZNhhLcsFeCFnXKnuK,SAMN05960929,Nigeria,Passed,Klebsiella pneumoniae,64,5463715,231164,ST48,1,,-,CTX-M-15,-,1,K62,"O1αβ,2α",Col(pHAD28);IncFIA(HI1);IncFIB(K);IncFII(K);IncR
hbHdbHfoXrwNJcLBhzHvVm,SAMN05960924,Nigeria,Passed,Klebsiella pneumoniae,73,5497937,158270,ST73,0,,SCO-1;OXA-1,-,-,1,K25,"O1αβ,2α",Col(IRGK);Col(pHAD28);IncFIB(K);IncFII(pKP91)
kBALZdVn7VujpzkzPa26An,SAMEA7472437,Nigeria,Passed,Klebsiella pneumoniae,63,5472377,342312,ST39,1,,-,CTX-M-15,-,1,K62,"O1αβ,2β",IncFIB(K)(pCAV1099-114);IncQ1;RepB
tTyCjY4Csbq3fyU8svwuo4,SAMEA111504600,Ghana,Passed,Klebsiella pneumoniae,72,5612878,303365,ST17,1,,-,CTX-M-15,-,1,unknown (KL155),O13,IncFIB(K);IncFII(K);IncL;IncR
hxXhLzorgrHxR6NnkSrdqN,SAMEA6155892,Nigeria,Passed,Klebsiella pneumoniae,81,5369513,222026,ST340,1,,-,CTX-M-15;SHV-12^,-,0,K15,O4,IncFIA(HI1);IncFIB(K);IncFII(K);IncR;repB(R1701)
axVxmWyZzm8aS1bKjVkAnL,SAMEA6155808,Nigeria,Passed,Klebsiella pneumoniae,53,5795413,501072,ST716,2,,OXA-1,CTX-M-15,NDM-1,1,unknown (KL110),O2α,Col(pHAD28);Col440I;Col440II;IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR)
34caPkcrqQNC2rujeV82s2,SAMEA7472490,Nigeria,Passed,Klebsiella pneumoniae,108,5601800,238916,ST39,1,,OXA-1,CTX-M-15,-,1,K23,"O1αβ,2β",Col(pHAD28);Col440I;IncFIB(K);IncFIB(pQil);IncFII(K);IncR;repB(R1701)
eRdZQySuxPmv3FVXxLg8yD,SAMEA7472512,Nigeria,Passed,Klebsiella pneumoniae,34,5189135,356267,ST170,0,,-,-,-,0,K54,"O1αβ,2β",
csEo9XuSMWgYBzktbKmSSj,SAMEA6155787,Nigeria,Passed,Klebsiella pneumoniae,50,5576325,473591,ST307,1,,OXA-1,CTX-M-15,-,0,unknown (KL102),O2β,IncFIB(K);IncFII(K)
aeouxh2g1Te9sjQB2ycPTG,SAMEA4785014,Nigeria,Passed,Klebsiella pneumoniae,96,5497462,198180,ST395,2,,OXA-1,CTX-M-15,NDM-1,0,unknown (KL108),"O1αβ,2β",Col(pHAD28);Col440I;IncFIB(pQil);IncFII(K);IncR
eFTqiVDFVeLz3FoRKmGuTg,SAMN05960903,Nigeria,Passed,Klebsiella pneumoniae,76,5449337,226396,ST13,1,,OXA-1,CTX-M-15,-,0,K3,"O1αβ,2β",Col(pHAD28);Col440II;IncFIB(K);IncFII(K);repB(R1701)
uqbGSJGG4JqDCK8bRXzBVM,SAMEA6155813,Nigeria,Passed,Klebsiella pneumoniae,59,5547209,261918,ST15,1,,OXA-1,CTX-M-15,-,1,K19,"O1αβ,2β",Col440I;IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);repFIB
deESyp4UGZFrjXdyBnMYd4,SAMEA112281697,Ghana,Passed,Klebsiella pneumoniae,102,5660832,199295,ST147,1,,OXA-1,CTX-M-15,-,0,K10,O3αβ,Col(pHAD28);Col440I;IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFII;IncHI1B(pNDM-MAR);IncR;repFIB
aaFzZcsBR9xtdcU9RYjc7z,SAMEA6156056,Nigeria,Passed,Klebsiella pneumoniae,43,5522343,350459,ST342,1,,TEM-103*,CTX-M-15,-,1,K30,"O1αβ,2β",IncFIB(K);IncFII(K)
2zMSRqAocfCJKkD9QNFy4h,SAMEA111505127,Nigeria,Passed,Klebsiella pneumoniae,103,5487300,204996,ST5469,1,,-,CTX-M-15,-,0,unknown (KL180),"O1αβ,2β",IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);repFIB
sBY9yaGJ9Z3UehhpmLwApW,SAMN05960912,Nigeria,Passed,Klebsiella pneumoniae,63,5414356,252348,ST15,1,,OXA-1,CTX-M-15,-,1,Capsule null,"O1αβ,2α",Col440I;ColpVC;IncFIA(HI1);IncR
9Cg5tSRuj3WekAkohxtNF8,SAMEA6155831,Nigeria,Passed,Klebsiella pneumoniae,64,5662256,389125,ST147,1,,OXA-1,CTX-M-15,-,1,K64,O2α,Col440I;Col440II;IncFIB(K);IncFIB(pQil);IncFII(K)
byKxLedN8hkeYPzGY9RN3e,SAMEA6156048,Nigeria,Passed,Klebsiella pneumoniae,85,5762585,321196,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114);IncR
emc2Y8aewkeLdrXP1ErTVq,SAMEA6422787,Nigeria,Passed,Klebsiella pneumoniae,48,5582694,462896,ST307,1,,OXA-1,CTX-M-15,-,0,unknown (KL102),O2β,Col440I;IncFIB(K);IncFII(K);IncN4
5YcHZfCXXEbTw9xNzuwa1J,SAMEA111505136,Nigeria,Passed,Klebsiella pneumoniae,178,5861776,121482,ST37,0,,-,-,-,0,K12,O10,Col(pHAD28);Col440I;IncFIB(K)(pCAV1099-114);IncFIB(pKPHS1);IncFII(K);IncHI2;IncHI2A;repB(R1701);repFIB
5fgTM9Ykzy6oP5gU2VX5NY,SAMEA4785015,Nigeria,Passed,Klebsiella pneumoniae,73,5333402,214555,ST395,1,,OXA-1,CTX-M-15,-,0,unknown (KL108),"O1αβ,2β",Col(pHAD28);IncR
qnFhGhEkJsEpymtjuEuRg4,SAMN05960965,Nigeria,Passed,Klebsiella pneumoniae,53,5298768,204059,ST1658,0,,-,-,-,0,K19,O3γ,Col(pHAD28)
7ktPb5meWXzfQRweFnU2FQ,SAMN36884892,Ghana,Passed,Klebsiella pneumoniae,63,5416330,225509,ST307,1,,-,CTX-M-15,-,1,unknown (KL102),O2β,IncFIA(HI1);IncR
mh8QsLVSKkkUpSJ2Gqsxz6,SAMEA7472453,Nigeria,Passed,Klebsiella pneumoniae,84,5516255,227756,ST15,1,,SCO-1;OXA-1,CTX-M-15,-,1,Capsule null,"O1αβ,2α",Col440I;IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);repFIB
aCn3H8dceHdJsdtEZ3b3t4,SAMEA111505121,Nigeria,Passed,Klebsiella pneumoniae,57,5556776,299623,ST1922-3LV,1,,OXA-1,CTX-M-15,-,0,K12,O10,Col(pHAD28);Col440I;IncFIA(pBK30683);IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR)
uEJwJQyMJ2QWaL2CKEdcYW,SAMEA7472492,Nigeria,Passed,Klebsiella pneumoniae,95,5362315,247271,ST442,2,,-,CTX-M-15,NDM-1,0,K28,O2α,Col(pHAD28);ColpVC;IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFII(K);IncHI1B(pNDM-MAR)
tJvLJNL45xQFCnezmWwrq9,SAMEA6654228,Ghana,Passed,Klebsiella pneumoniae,97,5761349,255025,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;ColRNAI;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
6NgTy4avhPgFMyd7ew6qw3,SAMN05960920,Nigeria,Passed,Klebsiella pneumoniae,35,5422502,371277,ST587,0,,-,-,-,0,K27,O2β,IncFIB(K)(pCAV1099-114);IncFII(K)
k1Abhny5Aj34cCaarEoCXn,SAMN05960960,Nigeria,Passed,Klebsiella pneumoniae,24,5199966,642607,ST1373,0,,-,-,-,0,K25,O3αβ,
fFbaU85qpMEsGYwmCyq8Ut,SAMEA6155806,Nigeria,Passed,Klebsiella pneumoniae,37,5467798,463169,ST307,1,,OXA-1,CTX-M-15,-,0,unknown (KL102),O2β,IncFIB(K);IncFII(K)
eHwENZHnSn65mbjtkJquHt,SAMEA6155925,Nigeria,Passed,Klebsiella pneumoniae,53,5501491,275722,ST86,1,,OXA-1,CTX-M-15,-,3,K2,"O1αβ,2α",IncHI1B(pNDM-MAR);repB
1eAFffAm8xJ8pXbru3vQpd,SAMEA6654243,Ghana,Passed,Klebsiella pneumoniae,78,5768659,379791,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
bZXch8WCLn5U1VZ58x88Hr,SAMEA111505119,Nigeria,Passed,Klebsiella pneumoniae,67,5486193,214939,ST307,0,,OXA-1,-,-,1,unknown (KL102),O2β,Col(pHAD28);IncFIB(K)
knFHbBqNXxxzUbaNPwArxH,SAMEA111505115,Nigeria,Passed,Klebsiella pneumoniae,84,5626309,172527,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);Col440I;IncFIB(K)(pCAV1099-114)
